# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	9657	10157	-							aq_022	501		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	9657	10157	-	AAC06404.1			putative protein			aq_022	501	166	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	10169	11299	-					argD		aq_023	1131		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	10169	11299	-	AAC06390.1			N-acetylornithine aminotransferase	argD		aq_023	1131	376	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	11296	12609	-					nsd		aq_024	1314		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	11296	12609	-	AAC06391.1			nucleotide sugar dehydrogenase	nsd		aq_024	1314	437	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	12887	14005	-					rodA		aq_025	1119		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	12887	14005	-	AAC06406.1			rod shape determining protein RodA	rodA		aq_025	1119	372	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	14174	14656	-							aq_026	483		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	14174	14656	-	AAC06410.1			putative protein			aq_026	483	160	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	14676	16454	-							aq_027	1779		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	14676	16454	-	AAC06414.1			hypothetical protein			aq_027	1779	592	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	16527	17006	-							aq_028	480		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	16527	17006	-	AAC06411.1			putative protein			aq_028	480	159	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	17053	18261	+					moeA1		aq_030	1209		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	17053	18261	+	AAC06407.1			molybdenum cofactor biosynthesis protein A	moeA1		aq_030	1209	402	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	18275	19615	+					trnS		aq_031	1341		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	18275	19615	+	AAC06409.1			transporter (Pho87 family)	trnS		aq_031	1341	446	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	19620	21062	+							aq_032	1443		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	19620	21062	+	AAC06415.1			hypothetical protein			aq_032	1443	480	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	21051	22346	-							aq_035	1296		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	21051	22346	-	AAC06416.1			hypothetical protein			aq_035	1296	431	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	22379	22885	+							aq_036	507		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	22379	22885	+	AAC06417.1			hypothetical protein			aq_036	507	168	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	22998	23525	+							aq_037	528		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	22998	23525	+	AAC06412.1			putative protein			aq_037	528	175	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	23541	24407	+					hibD		aq_038	867		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	23541	24407	+	AAC06408.1			3-hydroxyisobutyrate dehydrogenase	hibD		aq_038	867	288	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	24404	24982	-					hisB		aq_039	579		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	24404	24982	-	AAC06405.1			imidazoleglycerolphosphate dehydratase	hisB		aq_039	579	192	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	24997	26217	-							aq_040	1221		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	24997	26217	-	AAC06413.1			putative protein			aq_040	1221	406	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	26274	26585	-							aq_041	312		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	26274	26585	-	AAC06429.1			putative protein			aq_041	312	103	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	26618	27340	-					cyc		aq_042	723		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	26618	27340	-	AAC06422.1			cytochrome c	cyc		aq_042	723	240	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	27337	28566	-					petB		aq_044	1230		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	27337	28566	-	AAC06424.1			cytochrome b	petB		aq_044	1230	409	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	28580	29125	-					petA		aq_045	546		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	28580	29125	-	AAC06423.1			Rieske-I iron sulfur protein	petA		aq_045	546	181	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	29251	30171	+					pyrD		aq_046	921		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	29251	30171	+	AAC06426.1			dihydroorotase dehydrogenase	pyrD		aq_046	921	306	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	30179	30478	+					phhB		aq_049	300		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	30179	30478	+	AAC06420.1			pterin-4a-carbinolamine dehydratase	phhB		aq_049	300	99	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	30475	33036	+							aq_050	2562		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	30475	33036	+	AAC06430.1			putative protein			aq_050	2562	853	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	33033	33887	-					ubiA		aq_052	855		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	33033	33887	-	AAC06421.1			4-hydroxybenzoate octaprenyltransferase	ubiA		aq_052	855	284	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	33884	34963	-					mraY		aq_053	1080		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	33884	34963	-	AAC06418.1			phospho-N-acetylmuramoyl-pentapeptide-transferase	mraY		aq_053	1080	359	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	34963	35580	-							aq_054	618		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	34963	35580	-	AAC06431.1			putative protein			aq_054	618	205	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	35564	36322	+					hemX1		aq_055	759		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	35564	36322	+	AAC06427.1			cytochrome c biogenesis protein	hemX1		aq_055	759	252	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	36306	36758	-					fabZ		aq_056	453		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	36306	36758	-	AAC06425.1			(3R)-hydroxymyristoyl-(acyl carrier protein) dehydratase	fabZ		aq_056	453	150	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	36782	37426	+					sfsA		aq_057	645		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	36782	37426	+	AAC06428.1			sugar fermentation stimulation protein	sfsA		aq_057	645	214	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	37923	38273	+							aq_058	351		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	37923	38273	+	AAC06432.1			putative protein			aq_058	351	116	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	38395	38922	+							aq_059	528		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	38395	38922	+	AAC06433.1			hypothetical protein			aq_059	528	175	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	38923	39459	-					mog		aq_061	537		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	38923	39459	-	AAC06419.1			molybdenum cofactor biosynthesis MOG	mog		aq_061	537	178	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	39496	40338	+					speE		aq_062	843		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	39496	40338	+	AAC06436.1			spermidine synthase	speE		aq_062	843	280	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	40413	40745	+					rpsF		aq_063	333		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	40413	40745	+	AAC06443.1			ribosomal protein S06	rpsF		aq_063	333	110	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	40735	41178	+					ssb		aq_064	444		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	40735	41178	+	AAC06439.1			single stranded DNA-binding protein	ssb		aq_064	444	147	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	41197	41415	+					rpsR		aq_064a	219		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	41197	41415	+	AAC06446.1			ribosomal protein S18	rpsR		aq_064a	219	72	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	41470	41649	+							aq_064b	180		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	41470	41649	+	AAC06450.1			hypothetical protein			aq_064b	180	59	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	41650	41883	+							aq_064c	234		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	41650	41883	+	AAC06451.1			hypothetical protein			aq_064c	234	77	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	41880	42773	-							aq_065	894		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	41880	42773	-	AAC06452.1			hypothetical protein			aq_065	894	297	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	42795	43763	+							aq_066	969		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	42795	43763	+	AAC06453.1			hypothetical protein			aq_066	969	322	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	43756	44268	-					dmsB2		aq_067	513		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	43756	44268	-	AAC06437.1			dimethylsulfoxide reductase chain B	dmsB2		aq_067	513	170	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	44501	44857	-					rplQ		aq_069	357		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	44501	44857	-	AAC06441.1			ribosomal protein L17	rplQ		aq_069	357	118	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	44863	45816	-					rpoA		aq_070	954		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	44863	45816	-	AAC06440.1			RNA polymerase alpha subunit	rpoA		aq_070	954	317	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	45829	46464	-					rpsD		aq_072	636		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	45829	46464	-	AAC06442.1			ribosomal protein S04	rpsD		aq_072	636	211	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	46465	46842	-					rpsK		aq_073	378		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	46465	46842	-	AAC06444.1			ribosomal protein S11	rpsK		aq_073	378	125	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	46858	47238	-					rpsM		aq_074	381		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	46858	47238	-	AAC06445.1			ribosomal protein S13	rpsM		aq_074	381	126	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	47216	47365	-					rpmJ		aq_075	150		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	47216	47365	-	AAC06456.1			ribosomal protein L36	rpmJ		aq_075	150	49	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	47426	47668	-					infA		aq_075a	243		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	47426	47668	-	AAC06447.1			initiation factor IF-1	infA		aq_075a	243	80	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	47671	48447	-					map		aq_076	777		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	47671	48447	-	AAC06448.1			methionyl aminopeptidase	map		aq_076	777	258	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	48437	49057	-					kad		aq_078	621		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	48437	49057	-	AAC06438.1			adenylate kinase	kad		aq_078	621	206	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	49062	50351	-					secY		aq_079	1290		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	49062	50351	-	AAC06435.1			preprotein translocase SecY	secY		aq_079	1290	429	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	50396	50605	+					rpmB		aq_080	210		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	50396	50605	+	AAC06455.1			ribosomal protein L28	rpmB		aq_080	210	69	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	50605	51801	+					aroC		aq_081	1197		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	50605	51801	+	AAC06434.1			chorismate synthase	aroC		aq_081	1197	398	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	51803	52405	+							aq_082	603		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	51803	52405	+	AAC06449.1			putative protein			aq_082	603	200	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	52390	53406	-							aq_083	1017		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	52390	53406	-	AAC06454.1			hypothetical protein			aq_083	1017	338	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	53671	54474	+					kdsA		aq_085	804		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	53671	54474	+	AAC06457.1			3-deoxy-d-manno-octulosonic acid 8-phosphate synthase	kdsA		aq_085	804	267	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	54471	55133	+					modC		aq_086	663		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	54471	55133	+	AAC06461.1			Molybdenum transport system permease	modC		aq_086	663	220	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	55256	55597	+							aq_087	342		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	55256	55597	+	AAC06465.1			putative protein			aq_087	342	113	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	55612	55947	+							aq_088	336		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	55612	55947	+	AAC06466.1			putative protein			aq_088	336	111	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	55975	56379	+							aq_090	405		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	55975	56379	+	AAC06467.1			putative protein			aq_090	405	134	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	56372	57268	+							aq_091	897		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	56372	57268	+	AAC06468.1			putative protein			aq_091	897	298	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	57332	57964	+					hth		aq_093	633		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	57332	57964	+	AAC06459.1			transcriptional regulator (H-T-H)	hth		aq_093	633	210	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	57961	60366	-					nrdA		aq_094	2406		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	57961	60366	-	AAC06460.1			ribonucleotide reductase alpha chain	nrdA		aq_094	2406	801	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	60452	61675	-							aq_097	1224		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	60452	61675	-	AAC06469.1			putative protein			aq_097	1224	407	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	61696	61998	+					secG		aq_098	303		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	61696	61998	+	AAC06462.1			protein export membrane protein SecG	secG		aq_098	303	100	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	61934	62779	+					hemK		aq_099	846		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	61934	62779	+	AAC06458.1			protoporphyrinogen oxidase	hemK		aq_099	846	281	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	62770	64020	+					hly3		aq_101	1251		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	62770	64020	+	AAC06463.1			hemolysin	hly3		aq_101	1251	416	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	63986	64726	-							aq_103	741		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	63986	64726	-	AAC06470.1			hypothetical protein			aq_103	741	246	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	64729	65841	-							aq_104	1113		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	64729	65841	-	AAC06471.1			hypothetical protein			aq_104	1113	370	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	65727	66446	+							aq_106	720		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	65727	66446	+	AAC06464.1			putative protein			aq_106	720	239	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	66706	66903	+					fdx4		aq_108a	198		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	66706	66903	+	AAC06474.1			ferredoxin	fdx4		aq_108a	198	65	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	66900	67142	-					hfq		aq_108b	243		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	66900	67142	-	AAC06479.1			host factor I	hfq		aq_108b	243	80	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	67339	67677	+					glnB		aq_109	339		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	67339	67677	+	AAC06473.1			nitrogen regulatory PII protein	glnB		aq_109	339	112	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	67698	69107	+					glnA		aq_111	1410		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	67698	69107	+	AAC06472.1			glutamine synthetase	glnA		aq_111	1410	469	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	69169	70440	+					amtB		aq_112	1272		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	69169	70440	+	AAC06478.1			ammonium transporter	amtB		aq_112	1272	423	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	70454	71500	+							aq_113	1047		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	70454	71500	+	AAC06480.1			putative protein			aq_113	1047	348	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	71803	72243	-							aq_114	441		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	71803	72243	-	AAC06481.1			putative protein			aq_114	441	146	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	72560	74122	-							aq_116	1563		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	72560	74122	-	AAC06482.1			putative protein			aq_116	1563	520	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	74123	75316	-					pgk		aq_118	1194		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	74123	75316	-	AAC06475.1			phosphoglycerate kinase	pgk		aq_118	1194	397	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	75328	75981	-					talC		aq_119	654		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	75328	75981	-	AAC06476.1			transaldolase	talC		aq_119	654	217	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	76010	77038	-							aq_121	1029		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	76010	77038	-	AAC06483.1			hypothetical protein			aq_121	1029	342	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	77035	78246	-					hisS1		aq_122	1212		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	77035	78246	-	AAC06477.1			histidyl-tRNA synthetase	hisS1		aq_122	1212	403	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	78328	78666	+					rpsP		aq_123	339		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	78328	78666	+	AAC06492.1			ribosomal protein S16	rpsP		aq_123	339	112	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	78663	78902	+							aq_124a	240		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	78663	78902	+	AAC06503.1			hypothetical protein			aq_124a	240	79	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	78902	79300	+							aq_125	399		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	78902	79300	+	AAC06497.1			putative protein			aq_125	399	132	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	79305	79748	+							aq_126	444		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	79305	79748	+	AAC06498.1			putative protein			aq_126	444	147	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	79748	80566	+							aq_127	819		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	79748	80566	+	AAC06499.1			putative protein			aq_127	819	272	
gene	protein_coding	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	80390	81808	-							aq_128	1419		
CDS	with_protein	GCA_000008625.1	Primary Assembly	chromosome		AE000657.1	80390	81808	-	AAC06502.1			hypothetical protein			aq_128	1419	472	
