# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	16416	16823	-	BAA78934.2			putative transcriptional regulator, TrmB family			APE_0025.1	408	135	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	16932	18800	+							APE_0026	1869		old_locus_tag=APE0026
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	16932	18800	+	BAA78935.1			hypothetical protein			APE_0026	1869	622	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	18728	19384	+							APE_0028	657		old_locus_tag=APE0028
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	18728	19384	+	BAA78937.1			hypothetical protein			APE_0028	657	218	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	19396	20850	+							APE_0031.1	1455		old_locus_tag=APE0031
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	19396	20850	+	BAA78940.2			putative MFS transporter			APE_0031.1	1455	484	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	20910	22379	+					pckA		APE_0033.1	1470		old_locus_tag=APE0033
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	20910	22379	+	BAA78942.2			phosphoenolpyruvate carboxykinase [ATP]	pckA		APE_0033.1	1470	489	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	22506	23912	+							APE_0035.1	1407		old_locus_tag=APE0035
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	22506	23912	+	BAA78944.2			ABC transporter, substrate binding protein			APE_0035.1	1407	468	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	23927	24823	+							APE_0038.1	897		old_locus_tag=APE0038
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	23927	24823	+	BAA78947.2			ABC transporter, permease protein			APE_0038.1	897	298	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	24838	25698	+							APE_0040.1	861		old_locus_tag=APE0040
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	24838	25698	+	BAA78949.2			ABC transporter, permease protein			APE_0040.1	861	286	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	25706	26812	+							APE_0043.1	1107		old_locus_tag=APE0043
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	25706	26812	+	BAA78952.2			ABC transporter, ATP binding protein			APE_0043.1	1107	368	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	26994	28115	+					pstS		APE_0045	1122		old_locus_tag=APE0045
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	26994	28115	+	BAA78954.1			phosphate ABC transporter, phosphate binding protein	pstS		APE_0045	1122	373	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	28128	29060	+					pstC		APE_0047.1	933		old_locus_tag=APE0047
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	28128	29060	+	BAA78956.2			phosphate ABC transporter, permease protein	pstC		APE_0047.1	933	310	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	29053	29907	+					pstA		APE_0048	855		old_locus_tag=APE0048
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	29053	29907	+	BAA78957.1			phosphate ABC transporter, permease protein	pstA		APE_0048	855	284	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	29907	30668	+					pstB		APE_0050	762		old_locus_tag=APE0050
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	29907	30668	+	BAA78959.1			phosphate ABC transporter, ATP binding protein	pstB		APE_0050	762	253	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	30668	31273	+							APE_0051	606		old_locus_tag=APE0051
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	30668	31273	+	BAA78960.1			phosphate transport system protein PhoU			APE_0051	606	201	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	31407	31922	-							APE_0052.1	516		old_locus_tag=APE0052
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	31407	31922	-	BAA78961.2			hypothetical protein			APE_0052.1	516	171	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	32017	32877	-							APE_0053.1	861		old_locus_tag=APE0053
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	32017	32877	-	BAA78962.2			fumarylacetoacetate hydrolase family protein			APE_0053.1	861	286	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	33058	33588	-							APE_0054.1	531		old_locus_tag=APE0054
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	33058	33588	-	BAA78963.2			hypothetical protein			APE_0054.1	531	176	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	33674	34966	-							APE_0055	1293		old_locus_tag=APE0055
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	33674	34966	-	BAA78964.1			conserved hypothetical protein			APE_0055	1293	430	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	35035	35787	-							APE_0056.1	753		old_locus_tag=APE0056
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	35035	35787	-	BAA78965.2			enoyl-CoA hydratase/isomerase family protein			APE_0056.1	753	250	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	35926	40392	+							APE_0057.1	4467		old_locus_tag=APE0057
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	35926	40392	+	BAA78966.2			hypothetical protein			APE_0057.1	4467	1488	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	40405	41106	+							APE_0060.1	702		old_locus_tag=APE0060
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	40405	41106	+	BAA78969.2			conserved hypothetical protein			APE_0060.1	702	233	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	41221	42510	+							APE_0061.1	1290		old_locus_tag=APE0061
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	41221	42510	+	BAA78970.2			conserved hypothetical protein			APE_0061.1	1290	429	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	42608	44086	+							APE_0063	1479		old_locus_tag=APE0063
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	42608	44086	+	BAA78972.1			ABC transporter, ATP binding protein			APE_0063	1479	492	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	44083	45018	+							APE_0065	936		old_locus_tag=APE0065
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	44083	45018	+	BAA78974.1			ABC transporter, permease protein			APE_0065	936	311	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	45034	45867	+							APE_0067.1	834		old_locus_tag=APE0067
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	45034	45867	+	BAA78976.2			ABC transporter, permease protein			APE_0067.1	834	277	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	45961	46422	+							APE_0067a	462		
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	45961	46422	+	BAF34707.1			hypothetical protein			APE_0067a	462	153	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	46629	47108	+					dut		APE_0069.1	480		old_locus_tag=APE0069
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	46629	47108	+	BAA78978.2			dUTP diphosphatase	dut		APE_0069.1	480	159	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	47135	47677	-							APE_0070.1	543		old_locus_tag=APE0070
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	47135	47677	-	BAA78979.2			hypothetical protein			APE_0070.1	543	180	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	47940	48599	-							APE_0071.1	660		old_locus_tag=APE0071
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	47940	48599	-	BAA78980.2			conserved hypothetical protein			APE_0071.1	660	219	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	49294	50331	+							APE_0072	1038		old_locus_tag=APE0072
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	49294	50331	+	BAA78981.1			heme exporter protein C			APE_0072	1038	345	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	50407	52197	+							APE_0073.1	1791		old_locus_tag=APE0073
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	50407	52197	+	BAA78982.2			hypothetical protein			APE_0073.1	1791	596	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	52159	53010	-							APE_0076.1	852		old_locus_tag=APE0076
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	52159	53010	-	BAA78985.2			conserved hypothetical protein			APE_0076.1	852	283	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	53276	53791	+					mogA		APE_0077	516		old_locus_tag=APE0077
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	53276	53791	+	BAA78986.1			molybdopterin biosynthesis protein MogA	mogA		APE_0077	516	171	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	53788	54009	-							APE_0077a	222		
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	53788	54009	-	BAF34708.1			hypothetical protein			APE_0077a	222	73	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	54129	54527	+					speH		APE_0079	399		old_locus_tag=APE0079
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	54129	54527	+	BAA78988.1			S-adenosylmethionine decarboxylase proenzyme	speH		APE_0079	399	132	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	54512	56533	-							APE_0080.1	2022		old_locus_tag=APE0080
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	54512	56533	-	BAA78989.2			conserved hypothetical protein			APE_0080.1	2022	673	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	56575	57759	-							APE_0082.1	1185		old_locus_tag=APE0082
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	56575	57759	-	BAA78991.2			hypothetical protein			APE_0082.1	1185	394	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	57823	58536	-							APE_0084.1	714		old_locus_tag=APE0084
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	57823	58536	-	BAA78993.2			NADH dehydrogenase			APE_0084.1	714	237	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	58607	59266	-							APE_0085.1	660		old_locus_tag=APE0085
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	58607	59266	-	BAA78994.2			conserved hypothetical protein			APE_0085.1	660	219	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	59379	59825	+							APE_0085a	447		
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	59379	59825	+	BAF34709.1			hypothetical protein			APE_0085a	447	148	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	59910	60401	+							APE_0086	492		old_locus_tag=APE0086
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	59910	60401	+	BAA78995.1			thiol peroxidase			APE_0086	492	163	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	60406	60720	-							APE_0087.1	315		old_locus_tag=APE0087
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	60406	60720	-	BAA78996.2			conserved hypothetical protein			APE_0087.1	315	104	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	60867	61838	+							APE_0088.1	972		old_locus_tag=APE0088
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	60867	61838	+	BAA78997.2			hypothetical protein			APE_0088.1	972	323	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	62549	63997	+							APE_0089.1	1449		old_locus_tag=APE0089
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	62549	63997	+	BAA78998.2			probable peptidase			APE_0089.1	1449	482	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	64012	65361	+							APE_0091	1350		old_locus_tag=APE0091
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	64012	65361	+	BAA79000.1			probable peptidase			APE_0091	1350	449	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	65371	66471	-							APE_0092.1	1101		old_locus_tag=APE0092
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	65371	66471	-	BAA79001.2			conserved hypothetical protein			APE_0092.1	1101	366	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	66579	67616	-							APE_0093.1	1038		old_locus_tag=APE0093
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	66579	67616	-	BAA79002.2			hypothetical protein			APE_0093.1	1038	345	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	67976	68473	+							APE_0096.1	498		old_locus_tag=APE0096
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	67976	68473	+	BAA79005.2			hypothetical protein			APE_0096.1	498	165	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	68480	69124	-							APE_0097.1	645		old_locus_tag=APE0097
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	68480	69124	-	BAA79006.2			hypothetical protein			APE_0097.1	645	214	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	69239	72118	-							APE_0099	2880		old_locus_tag=APE0099
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	69239	72118	-	BAA79008.1			family B DNA polymerase I			APE_0099	2880	959	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	72760	74778	+							APE_0101.1	2019		old_locus_tag=APE0101
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	72760	74778	+	BAA79010.2			putative iron-sulfur protein			APE_0101.1	2019	672	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	74775	75242	-							APE_0103.1	468		old_locus_tag=APE0103
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	74775	75242	-	BAA79012.2			small heat shock protein			APE_0103.1	468	155	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	75287	76066	-							APE_0104.1	780		old_locus_tag=APE0104
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	75287	76066	-	BAA79013.2			conserved hypothetical protein			APE_0104.1	780	259	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	76192	76416	+					fdxA		APE_0104a.1	225		old_locus_tag=APES001
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	76192	76416	+	BAA79014.2			ferredoxin	fdxA		APE_0104a.1	225	74	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	76470	77261	+							APE_0105	792		old_locus_tag=APE0105
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	76470	77261	+	BAA79015.1			putative GTP-binding protein			APE_0105	792	263	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	77364	77735	-							APE_0106.1	372		old_locus_tag=APE0106
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	77364	77735	-	BAA79016.2			hypothetical protein			APE_0106.1	372	123	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	77777	79417	-					herA		APE_0107	1641		old_locus_tag=APE0107
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	77777	79417	-	BAA79017.1			bipolar DNA helicase	herA		APE_0107	1641	546	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	79401	80606	-							APE_0109.1	1206		old_locus_tag=APE0109
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	79401	80606	-	BAA79019.2			5' to 3' nuclease repair protein NurA			APE_0109.1	1206	401	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	80633	83392	-							APE_0110	2760		old_locus_tag=APE0110
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	80633	83392	-	BAA79020.1			DNA double-strand break repair rad50 ATPase			APE_0110	2760	919	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	83399	84628	-							APE_0113	1230		old_locus_tag=APE0113
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	83399	84628	-	BAA79023.1			double-strand break repair protein MRE11			APE_0113	1230	409	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	84782	84934	-					rpl40e		APE_0113a	153		old_locus_tag=APES002
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	84782	84934	-	BAA79024.1			50S ribosomal protein L40e	rpl40e		APE_0113a	153	50	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	85004	86056	-					fen		APE_0115.1	1053		old_locus_tag=APE0115
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	85004	86056	-	BAA79026.2			flap structure-specific endonuclease	fen		APE_0115.1	1053	350	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	86208	86765	+							APE_0116.1	558		old_locus_tag=APE0116
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	86208	86765	+	BAA79027.2			conserved hypothetical protein			APE_0116.1	558	185	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	86999	87286	+							APE_0116a	288		
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	86999	87286	+	BAF34710.1			hypothetical protein			APE_0116a	288	95	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	87535	88800	-							APE_0117.1	1266		old_locus_tag=APE0117
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	87535	88800	-	BAA79028.2			misacylated tRNAthr hydrolase			APE_0117.1	1266	421	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	88998	89957	+					radA		APE_0119	960		old_locus_tag=APE0119
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	88998	89957	+	BAA79030.1			DNA repair and recombination protein RadA	radA		APE_0119	960	319	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	89933	90673	+							APE_0121	741		old_locus_tag=APE0121
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	89933	90673	+	BAA79032.1			hypothetical protein			APE_0121	741	246	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	90727	91260	+							APE_0122.1	534		old_locus_tag=APE0122
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	90727	91260	+	BAA79033.2			conserved hypothetical protein			APE_0122.1	534	177	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	91264	92262	+							APE_0124	999		old_locus_tag=APE0124
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	91264	92262	+	BAA79035.1			conserved hypothetical protein			APE_0124	999	332	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	92399	93850	+							APE_0125.1	1452		old_locus_tag=APE0125
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	92399	93850	+	BAA79036.2			hypothetical protein			APE_0125.1	1452	483	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	93855	94856	+							APE_0126.1	1002		old_locus_tag=APE0126
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	93855	94856	+	BAA79037.2			hypothetical protein			APE_0126.1	1002	333	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	94864	95808	+							APE_0127	945		old_locus_tag=APE0127
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	94864	95808	+	BAA79038.1			conserved hypothetical protein MoxR			APE_0127	945	314	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	95774	96889	+							APE_0129.1	1116		old_locus_tag=APE0129
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	95774	96889	+	BAA79040.2			conserved hypothetical protein			APE_0129.1	1116	371	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	96896	97999	+							APE_0130.1	1104		old_locus_tag=APE0130
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	96896	97999	+	BAA79041.2			hypothetical protein			APE_0130.1	1104	367	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	98101	98646	-							APE_0131.1	546		old_locus_tag=APE0131
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	98101	98646	-	BAA79042.2			hypothetical protein			APE_0131.1	546	181	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	98849	99163	+							APE_0132.1	315		old_locus_tag=APE0132
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	98849	99163	+	BAA79043.2			conserved hypothetical protein			APE_0132.1	315	104	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	99284	100084	+					etfB		APE_0134.1	801		old_locus_tag=APE0134
CDS	with_protein	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	99284	100084	+	BAA79045.2			electron transfer flavoprotein beta-subunit	etfB		APE_0134.1	801	266	
gene	protein_coding	GCA_000011125.1	Primary Assembly	chromosome		BA000002.3	100104	101030	+					etfA		APE_0135	927		old_locus_tag=APE0135
