# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	44793	45656	-							CGSHiEE_00230	864		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	44793	45656	-	ABQ97544.1			dimethyladenosine transferase			CGSHiEE_00230	864	287	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	45740	46735	-							CGSHiEE_00235	996		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	45740	46735	-	ABQ97545.1			lipooligosaccharide glycosyl transferase G			CGSHiEE_00235	996	331	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	46823	47659	-					ksgA		CGSHiEE_00240	837		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	46823	47659	-	ABQ97546.1			dimethyladenosine transferase	ksgA		CGSHiEE_00240	837	278	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	47795	48013	+					infA		CGSHiEE_00245	219		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	47795	48013	+	ABQ97547.1			translation initiation factor IF-1	infA		CGSHiEE_00245	219	72	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	48010	48135	-							CGSHiEE_00250	126		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	48010	48135	-	ABQ97548.1			hypothetical protein			CGSHiEE_00250	126	41	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	48212	48589	+					rpsF		CGSHiEE_00255	378		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	48212	48589	+	ABQ97549.1			30S ribosomal protein S6	rpsF		CGSHiEE_00255	378	125	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	48576	48902	+							CGSHiEE_00260	327		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	48576	48902	+	ABQ97550.1			primosomal replication protein N			CGSHiEE_00260	327	108	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	48915	49142	+					rpsR		CGSHiEE_00265	228		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	48915	49142	+	ABQ97551.1			30S ribosomal protein S18	rpsR		CGSHiEE_00265	228	75	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	49159	49608	+					rplI		CGSHiEE_00270	450		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	49159	49608	+	ABQ97552.1			50S ribosomal protein L9	rplI		CGSHiEE_00270	450	149	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	49782	51428	-					groEL		CGSHiEE_00275	1647		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	49782	51428	-	ABQ97553.1			chaperonin GroEL	groEL		CGSHiEE_00275	1647	548	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	51451	51741	-							CGSHiEE_00280	291		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	51451	51741	-	ABQ97554.1			co-chaperonin GroES			CGSHiEE_00280	291	96	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	51907	52209	+							CGSHiEE_00285	303		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	51907	52209	+	ABQ97555.1			urease gamma subunit			CGSHiEE_00285	303	100	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	52286	52591	+							CGSHiEE_00290	306		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	52286	52591	+	ABQ97556.1			urease beta subunit			CGSHiEE_00290	306	101	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	52603	54321	+							CGSHiEE_00295	1719		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	52603	54321	+	ABQ97557.1			Urease alpha subunit			CGSHiEE_00295	1719	572	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	54449	55006	+							CGSHiEE_00300	558		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	54449	55006	+	ABQ97558.1			Urease accessory protein UreE			CGSHiEE_00300	558	185	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	54991	55698	+							CGSHiEE_00305	708		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	54991	55698	+	ABQ97559.1			urease accessory protein UreF			CGSHiEE_00305	708	235	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	55843	56478	+							CGSHiEE_00310	636		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	55843	56478	+	ABQ97560.1			urease accessory protein			CGSHiEE_00310	636	211	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	56551	57366	+					groES		CGSHiEE_00315	816		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	56551	57366	+	ABQ97561.1			co-chaperonin GroES	groES		CGSHiEE_00315	816	271	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	57522	58940	+							CGSHiEE_00320	1419		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	57522	58940	+	ABQ97562.1			aspartate ammonia-lyase			CGSHiEE_00320	1419	472	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	59244	61181	-					aspA		CGSHiEE_00325	1938		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	59244	61181	-	ABQ97563.1			aspartate ammonia-lyase	aspA		CGSHiEE_00325	1938	645	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	61184	62965	-							CGSHiEE_00330	1782		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	61184	62965	-	ABQ97564.1			DNA primase			CGSHiEE_00330	1782	593	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	63099	63314	-					rpsU		CGSHiEE_00335	216		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	63099	63314	-	ABQ97565.1			30S ribosomal protein S21	rpsU		CGSHiEE_00335	216	71	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	63546	64574	+							CGSHiEE_00340	1029		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	63546	64574	+	ABQ97566.1			O-sialoglycoprotein endopeptidase			CGSHiEE_00340	1029	342	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	64583	65164	+							CGSHiEE_00345	582		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	64583	65164	+	ABQ97567.1			thymidine kinase			CGSHiEE_00345	582	193	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	65201	66421	+							CGSHiEE_00350	1221		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	65201	66421	+	ABQ97568.1			tyrosine-specific transport protein 2			CGSHiEE_00350	1221	406	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	66559	66819	-							CGSHiEE_00355	261		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	66559	66819	-	ABQ97569.1			putative ferredoxin-like protein			CGSHiEE_00355	261	86	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	67132	67680	+							CGSHiEE_00360	549		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	67132	67680	+	ABQ97570.1			thymidine kinase			CGSHiEE_00360	549	182	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	67776	68936	+					pgk		CGSHiEE_00365	1161		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	67776	68936	+	ABQ97571.1			phosphoglycerate kinase	pgk		CGSHiEE_00365	1161	386	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	69047	70126	+							CGSHiEE_00370	1080		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	69047	70126	+	ABQ97572.1			fructose-bisphosphate aldolase			CGSHiEE_00370	1080	359	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	72066	73610	+							CGSHiEE_00395	1545		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	72066	73610	+	ABQ97573.1			hypothetical protein			CGSHiEE_00395	1545	514	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	73619	74407	+							CGSHiEE_00400	789		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	73619	74407	+	ABQ97574.1			hypothetical protein			CGSHiEE_00400	789	262	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	74506	75759	+							CGSHiEE_00405	1254		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	74506	75759	+	ABQ97575.1			hypothetical protein			CGSHiEE_00405	1254	417	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	75833	76549	+					deoD		CGSHiEE_00410	717		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	75833	76549	+	ABQ97576.1			purine nucleoside phosphorylase	deoD		CGSHiEE_00410	717	238	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	76720	77148	+					rplK		CGSHiEE_00415	429		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	76720	77148	+	ABQ97577.1			50S ribosomal protein L11	rplK		CGSHiEE_00415	429	142	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	77153	77842	+					rplA		CGSHiEE_00420	690		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	77153	77842	+	ABQ97578.1			50S ribosomal protein L1	rplA		CGSHiEE_00420	690	229	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	78222	82253	+					rpoB		CGSHiEE_00425	4032		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	78222	82253	+	ABQ97579.1			DNA-directed RNA polymerase subunit beta	rpoB		CGSHiEE_00425	4032	1343	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	82391	86641	+							CGSHiEE_00430	4251		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	82391	86641	+	ABQ97580.1			DNA-directed RNA polymerase subunit beta'			CGSHiEE_00430	4251	1416	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	86836	87780	+							CGSHiEE_00435	945		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	86836	87780	+	ABQ97581.1			hypothetical protein			CGSHiEE_00435	945	314	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	87835	88554	-							CGSHiEE_00440	720		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	87835	88554	-	ABQ97582.1			potassium-tellurite ethidium and proflavin transporter			CGSHiEE_00440	720	239	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	88616	89527	+							CGSHiEE_00445	912		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	88616	89527	+	ABQ97583.1			1,4-dihydroxy-2-naphthoate octaprenyltransferase			CGSHiEE_00445	912	303	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	89578	90066	+							CGSHiEE_00450	489		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	89578	90066	+	ABQ97584.1			ribonuclease activity regulator protein RraA			CGSHiEE_00450	489	162	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	90201	90752	-							CGSHiEE_00455	552		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	90201	90752	-	ABQ97585.1			hypothetical protein			CGSHiEE_00455	552	183	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	90860	91858	-							CGSHiEE_00460	999		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	90860	91858	-	ABQ97586.1			hypothetical protein			CGSHiEE_00460	999	332	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	91885	92805	-							CGSHiEE_00465	921		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	91885	92805	-	ABQ97587.1			ribokinase			CGSHiEE_00465	921	306	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	92903	93781	-							CGSHiEE_00470	879		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	92903	93781	-	ABQ97588.1			D-ribose transporter subunit			CGSHiEE_00470	879	292	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	93801	94769	-					rbsC		CGSHiEE_00475	969		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	93801	94769	-	ABQ97589.1			ribose ABC transporter permease protein	rbsC		CGSHiEE_00475	969	322	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	94785	96266	-							CGSHiEE_00480	1482		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	94785	96266	-	ABQ97590.1			fused D-ribose transporter subunits of ABC superfamily: ATP-binding components			CGSHiEE_00480	1482	493	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	96280	96699	-							CGSHiEE_00485	420		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	96280	96699	-	ABQ97591.1			Ribose transport permease protein			CGSHiEE_00485	420	139	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	96863	98305	-							CGSHiEE_00490	1443		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	96863	98305	-	ABQ97592.1			DNA recombination protein RmuC			CGSHiEE_00490	1443	480	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	98470	99660	-							CGSHiEE_00495	1191		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	98470	99660	-	ABQ97593.1			probable oxidoreductase OrdL			CGSHiEE_00495	1191	396	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	99582	99764	-							CGSHiEE_00500	183		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	99582	99764	-	ABQ97594.1			probable oxidoreductase OrdL			CGSHiEE_00500	183	60	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	99904	100956	+							CGSHiEE_00505	1053		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	99904	100956	+	ABQ97595.1			predicted cytoplasmic sugar-binding protein			CGSHiEE_00505	1053	350	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	101026	102360	-					hslU		CGSHiEE_00510	1335		
