# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	35857	36609	-	AAC66417.1			1-acyl-sn-glycerol-3-phosphate acyltransferase (1-agpacyltransferase) (1-agpat) (lysophosphatidic acid acyltransferase)(lpaat)			BB_0037	753	250	
gene	pseudogene	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	36606	38123	-							BB_0038	1518		pseudo
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	38136	39638	-							BB_0039	1503		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	38136	39638	-	AAC66424.1			conserved hypothetical protein			BB_0039	1503	500	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	39826	40677	+					cheR		BB_0040	852		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	39826	40677	+	AAC66439.1			CheR methyltransferase, SAM binding domain	cheR		BB_0040	852	283	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	40761	41432	-					phoU		BB_0042	672		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	40761	41432	-	AAC66437.1			phosphate transport system regulatory protein PhoU	phoU		BB_0042	672	223	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	41443	42483	-							BB_0043	1041		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	41443	42483	-	AAC66443.1			conserved hypothetical protein			BB_0043	1041	346	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	42480	42881	-							BB_0044	402		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	42480	42881	-	AAC66442.1			conserved hypothetical protein			BB_0044	402	133	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	42907	45354	-							BB_0045	2448		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	42907	45354	-	AAC66436.2			P115 protein			BB_0045	2448	815	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	45446	45991	+					rnhB		BB_0046	546		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	45446	45991	+	AAC66435.1			ribonuclease HII	rnhB		BB_0046	546	181	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	46011	46379	-							BB_0047	369		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	46011	46379	-	AAC66434.2			conserved hypothetical protein			BB_0047	369	122	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	46601	46771	-							BB_0048	171		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	46601	46771	-	AAC66441.1			conserved hypothetical protein			BB_0048	171	56	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	47167	47841	+							BB_0050	675		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	47167	47841	+	AAC66433.1			transporter			BB_0050	675	224	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	47917	48606	+							BB_0051	690		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	47917	48606	+	AAC66432.2			conserved hypothetical integral membrane protein			BB_0051	690	229	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	48603	49259	-							BB_0052	657		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	48603	49259	-	AAC66431.1			tRNA/rRNA methyltransferase			BB_0052	657	218	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	49341	50012	+					ung		BB_0053	672		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	49341	50012	+	AAC66430.1			uracil-DNA glycosylase	ung		BB_0053	672	223	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	50112	50474	-							BB_0054	363		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	50112	50474	-	AAC66457.2			putative protein-export membrane protein SecG			BB_0054	363	120	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	50490	51251	-					tpiA		BB_0055	762		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	50490	51251	-	AAC66452.1			triose-phosphate isomerase	tpiA		BB_0055	762	253	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	51253	52434	-					pgk		BB_0056	1182		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	51253	52434	-	AAC66451.1			phosphoglycerate kinase	pgk		BB_0056	1182	393	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	52454	53461	-					gap		BB_0057	1008		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	52454	53461	-	AAC66450.1			glyceraldehyde-3-phosphate dehydrogenase, type I	gap		BB_0057	1008	335	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	53534	55504	-							BB_0058	1971		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	53534	55504	-	AAC66456.1			tetratricopeptide repeat domain protein			BB_0058	1971	656	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	55501	56280	-							BB_0059	780		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	55501	56280	-	AAC66449.1			CBS domain pair protein			BB_0059	780	259	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	56281	56748	-							BB_0060	468		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	56281	56748	-	AAC66448.1			conserved hypothetical protein			BB_0060	468	155	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	56832	57185	-					trx		BB_0061	354		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	56832	57185	-	AAC66447.1			thioredoxin	trx		BB_0061	354	117	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	57259	57975	+							BB_0062	717		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	57259	57975	+	AAC66455.1			RNA methyltransferase, RsmE family			BB_0062	717	238	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	58029	58982	-							BB_0063	954		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	58029	58982	-	AAC66454.2			pasta domain protein			BB_0063	954	317	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	59101	60039	-					fmt		BB_0064	939		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	59101	60039	-	AAC66446.1			methionyl-tRNA formyltransferase	fmt		BB_0064	939	312	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	60036	60533	-					def		BB_0065	498		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	60036	60533	-	AAC66445.2			peptide deformylase	def		BB_0065	498	165	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	60568	61257	-							BB_0066	690		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	60568	61257	-	AAC66453.1			conserved hypothetical protein			BB_0066	690	229	
gene	pseudogene	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	61254	63032	-							BB_0067	1779		pseudo
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	63147	64028	+							BB_0068	882		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	63147	64028	+	AAC66462.1			haloacid dehalogenase-like hydrolase			BB_0068	882	293	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	64038	65276	+							BB_0069	1239		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	64038	65276	+	AAC66461.1			aminopeptidase II			BB_0069	1239	412	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	65291	65752	+							BB_0070	462		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	65291	65752	+	AAC66460.1			conserved hypothetical protein			BB_0070	462	153	
gene	pseudogene	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	65768	67240	+							BB_0071	1473		pseudo
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	67248	69569	+							BB_0072	2322		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	67248	69569	+	AAC66467.1			membrane protein, putative			BB_0072	2322	773	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	69566	70126	+							BB_0073	561		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	69566	70126	+	AAC66466.1			conserved hypothetical protein			BB_0073	561	186	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	70142	71219	+					prfB		BB_0074	1078		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	70142	71219	+	AAC66459.2			peptide chain release factor 2	prfB		BB_0074	1077	358	ribosomal_slippage
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	71201	72610	+							BB_0075	1410		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	71201	72610	+	AAC66465.1			conserved hypothetical protein			BB_0075	1410	469	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	72647	73492	+					ftsY		BB_0076	846		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	72647	73492	+	AAC66458.1			signal recognition particle-docking protein FtsY	ftsY		BB_0076	846	281	
gene	pseudogene	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	73489	74517	+							BB_0077	1029		pseudo
gene	pseudogene	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	74518	75772	+							BB_0078	1255		pseudo
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	75774	76454	+							BB_0080	681		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	75774	76454	+	AAC66474.2			ABC transporter, ATP-binding protein			BB_0080	681	226	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	76451	77701	+							BB_0081	1251		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	76451	77701	+	AAC66473.1			efflux ABC transporter, permease protein			BB_0081	1251	416	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	77711	79009	-							BB_0082	1299		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	77711	79009	-	AAC66477.1			conserved hypothetical protein			BB_0082	1299	432	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	79002	79322	-							BB_0083	321		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	79002	79322	-	AAC66476.2			conserved hypothetical protein			BB_0083	321	106	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	79505	80773	+							BB_0084	1269		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	79505	80773	+	AAC66472.1			aminotransferase, class V superfamily			BB_0084	1269	422	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	80983	81408	+							BB_0085	426		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	80983	81408	+	AAC66475.1			conserved hypothetical protein			BB_0085	426	141	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	81405	82940	+							BB_0086	1536		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	81405	82940	+	AAC66471.1			putative Mg chelatase homolog			BB_0086	1536	511	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	82970	83920	-							BB_0087	951		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	82970	83920	-	AAC66470.1			L-lactate dehydrogenase			BB_0087	951	316	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	84041	85720	-					lepA		BB_0088	1680		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	84041	85720	-	AAC66469.1			GTP-binding protein LepA	lepA		BB_0088	1680	559	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	85880	86854	-							BB_0089	975		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	85880	86854	-	AAC66490.1			conserved hypothetical protein			BB_0089	975	324	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	86926	87360	-							BB_0090	435		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	86926	87360	-	AAC66487.1			V-type ATPase, subunit K			BB_0090	435	144	
gene	pseudogene	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	87377	89203	-							BB_0091	1827		pseudo
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	89200	89808	-							BB_0092	609		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	89200	89808	-	AAC66485.2			V-type ATPase, D subunit			BB_0092	609	202	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	89811	91115	-							BB_0093	1305		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	89811	91115	-	AAC66484.1			V-type ATP synthase beta chain (V-type ATPase subunitB)			BB_0093	1305	434	
gene	pseudogene	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	91137	92864	-							BB_0094	1728		pseudo
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	92878	93423	-							BB_0095	546		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	92878	93423	-	AAC66489.1			conserved hypothetical protein			BB_0095	546	181	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	93433	94032	-							BB_0096	600		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	93433	94032	-	AAC66482.2			V-type ATP synthase subunit E (V-type ATPase subunit E)			BB_0096	600	199	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	94219	94605	-							BB_0097	387		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	94219	94605	-	AAC66488.1			conserved hypothetical protein			BB_0097	387	128	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	94611	96953	-							BB_0098	2343		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	94611	96953	-	AAC66481.1			MutS2 protein			BB_0098	2343	780	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	96943	97866	-					rsgA		BB_0099	924		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	96943	97866	-	AAC66480.1			ribosome small subunit-dependent GTPase A	rsgA		BB_0099	924	307	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	97863	98648	-					murI		BB_0100	786		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	97863	98648	-	AAC66479.1			glutamate racemase	murI		BB_0100	786	261	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	98817	100205	+					asnS		BB_0101	1389		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	98817	100205	+	AAC66501.2			asparaginyl-tRNA synthetase	asnS		BB_0101	1389	462	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	100228	100749	+							BB_0102	522		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	100228	100749	+	AAC66505.1			conserved hypothetical protein			BB_0102	522	173	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	100746	101339	-							BB_0103	594		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	100746	101339	-	AAC66504.1			phosphoribosyl transferase domain protein			BB_0103	594	197	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	101525	102949	-							BB_0104	1425		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	101525	102949	-	AAC66500.2			periplasmic serine protease DO			BB_0104	1425	474	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	103016	103771	-					map		BB_0105	756		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	103016	103771	-	AAC66499.1			methionine aminopeptidase, type I	map		BB_0105	756	251	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	103764	105299	-							BB_0106	1536		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	103764	105299	-	AAC66503.2			tetratricopeptide repeat domain protein			BB_0106	1536	511	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	105418	105846	-					nusB		BB_0107	429		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	105418	105846	-	AAC66498.2			transcription antitermination factor NusB	nusB		BB_0107	429	142	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	105884	106894	-							BB_0108	1011		
CDS	with_protein	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	105884	106894	-	AAC66497.1			basic membrane protein			BB_0108	1011	336	
gene	protein_coding	GCA_000008685.2	Primary Assembly	chromosome		AE000783.1	106974	108170	-							BB_0109	1197		
