# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	20531	23962	-					H10E21.5	175169	CELE_H10E21.5	3432		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	20531	23962	-	NM_064728.5		NP_497129.1	RING-type domain-containing protein	H10E21.5	175169	CELE_H10E21.5	1663	1663	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	20755	23945	-	NP_497129.1		NM_064728.5	RING-type domain-containing protein	H10E21.5	175169	CELE_H10E21.5	1422	473	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	35454	38217	-					clp-10	189220	CELE_W05G11.4	2764		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	35454	38217	-	NM_001381680.2		NP_001367887.1	Calpain catalytic domain-containing protein	clp-10	189220	CELE_W05G11.4	1774	1774	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	35650	38070	-	NP_001367887.1		NM_001381680.2	Calpain catalytic domain-containing protein	clp-10	189220	CELE_W05G11.4	1431	476	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	41063	41971	+					col-88	175170	CELE_W05G11.3	909		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	41063	41971	+	NM_064730.5		NP_497131.1	Col_cuticle_N domain-containing protein	col-88	175170	CELE_W05G11.3	909	909	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	41063	41971	+	NP_497131.1		NM_064730.5	Col_cuticle_N domain-containing protein	col-88	175170	CELE_W05G11.3	909	302	
gene	snoRNA	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	50558	50682	-					W05G11.7	24104993	CELE_W05G11.7	125		
ncRNA	snoRNA	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	50558	50682	-	NR_101777.1			small nucleolar RNA W05G11.7	W05G11.7	24104993	CELE_W05G11.7	125	125	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	52443	53178	+					W05G11.8	32928598	CELE_W05G11.8	736		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	52443	53178	+	NR_147816.1			Unclassified non-coding RNA W05G11.8	W05G11.8	32928598	CELE_W05G11.8	376	376	
gene	pseudogene	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	57702	58684	+					W05G11.2	189219	CELE_W05G11.2	983		pseudo;pseudogene
CDS	without_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	57702	58684	+					W05G11.2	189219	CELE_W05G11.2	803		pseudo;pseudogene
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	59869	61166	-					btb-5	189221	CELE_W05G11.5	1298		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	59869	61166	-	NM_001330882.2		NP_001317757.1	BTB domain-containing protein	btb-5	189221	CELE_W05G11.5	945	945	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	59869	61145	-	NP_001317757.1		NM_001330882.2	BTB domain-containing protein	btb-5	189221	CELE_W05G11.5	924	307	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	62879	66260	-					pck-1	175171	CELE_W05G11.6	3382		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	62879	66260	-	NM_064733.5		NP_497134.1	PEPCK_GTP domain-containing protein	pck-1	175171	CELE_W05G11.6	2070	2070	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	62989	66256	-	NP_497134.1		NM_064733.5	PEPCK_GTP domain-containing protein	pck-1	175171	CELE_W05G11.6	1956	651	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	69073	69752	-					spt-4	175172	CELE_F54C4.2	680		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	69073	69752	-	NM_064734.6		NP_497135.1	Transcription elongation factor SPT4	spt-4	175172	CELE_F54C4.2	530	530	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	69226	69738	-	NP_497135.1		NM_064734.6	Transcription elongation factor SPT4	spt-4	175172	CELE_F54C4.2	363	120	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	69850	86384	-					attf-3	175173	CELE_F54C4.3	16535		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	69850	86384	-	NM_001267899.4		NP_001254828.1	C2H2-type domain-containing protein	attf-3	175173	CELE_F54C4.3	4390	4390	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	70528	86377	-	NP_001254828.1		NM_001267899.4	C2H2-type domain-containing protein	attf-3	175173	CELE_F54C4.3	3705	1234	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	78273	82055	-					F54C4.9	54162084	CELE_F54C4.9	3783		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	78273	82055	-	NR_167137.1			Unclassified non-coding RNA F54C4.9	F54C4.9	54162084	CELE_F54C4.9	3783	3783	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	81424	83558	-					F54C4.8	54162083	CELE_F54C4.8	2135		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	81424	83558	-	NR_167136.1			Unclassified non-coding RNA F54C4.8	F54C4.8	54162083	CELE_F54C4.8	2135	2135	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	82334	82389	+					F54C4.6	13188233	CELE_F54C4.6	56		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	82334	82389	+	NR_052028.1			Unclassified non-coding RNA F54C4.6	F54C4.6	13188233	CELE_F54C4.6	56	56	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	83581	83633	+					F54C4.5	13188234	CELE_F54C4.5	53		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	83581	83633	+	NR_052029.1			Unclassified non-coding RNA F54C4.5	F54C4.5	13188234	CELE_F54C4.5	53	53	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	83741	83798	+					F54C4.7	13188235	CELE_F54C4.7	58		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	83741	83798	+	NR_052030.1			Unclassified non-coding RNA F54C4.7	F54C4.7	13188235	CELE_F54C4.7	58	58	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	86677	87381	-					F54C4.4	186221	CELE_F54C4.4	705		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	86677	87381	-	NM_064736.4		NP_497137.1	Uncharacterized protein	F54C4.4	186221	CELE_F54C4.4	585	585	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	86780	87259	-	NP_497137.1		NM_064736.4	Uncharacterized protein	F54C4.4	186221	CELE_F54C4.4	360	119	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	87559	89245	+					mrpl-40	175174	CELE_F54C4.1	1687		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	87559	89245	+	NM_064737.5		NP_497138.1	Mitochondrial Ribosomal Protein, Large	mrpl-40	175174	CELE_F54C4.1	668	668	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	87564	89152	+	NP_497138.1		NM_064737.5	Mitochondrial Ribosomal Protein, Large	mrpl-40	175174	CELE_F54C4.1	570	189	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	89453	94811	-					pat-4	175175	CELE_C29F9.7	5359		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	89453	94811	-	NM_064738.7		NP_497139.1	Integrin-linked protein kinase homolog pat-4	pat-4	175175	CELE_C29F9.7	1599	1599	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	89643	94803	-	NP_497139.1		NM_064738.7	Integrin-linked protein kinase homolog pat-4	pat-4	175175	CELE_C29F9.7	1401	466	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	96783	97118	-					C29F9.8	183024	CELE_C29F9.8	336		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	96783	97118	-	NM_001381681.1		NP_001367588.1	Uncharacterized protein	C29F9.8	183024	CELE_C29F9.8	237	237	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	96783	97118	-	NP_001367588.1		NM_001381681.1	Uncharacterized protein	C29F9.8	183024	CELE_C29F9.8	237	78	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	98398	98922	-					C29F9.9	183025	CELE_C29F9.9	525		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	98398	98922	-	NM_064740.1		NP_497141.1	Uncharacterized protein	C29F9.9	183025	CELE_C29F9.9	432	432	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	98398	98922	-	NP_497141.1		NM_064740.1	Uncharacterized protein	C29F9.9	183025	CELE_C29F9.9	432	143	
gene	pseudogene	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	106824	107899	-					fbxa-57	175176	CELE_C29F9.10	1076		pseudo;pseudogene
CDS	without_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	106824	107899	-					fbxa-57	175176	CELE_C29F9.10	702		pseudo;pseudogene
gene	pseudogene	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	109322	110185	-					fbxa-58	183027	CELE_C29F9.11	864		pseudo;pseudogene
CDS	without_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	109322	110185	-					fbxa-58	183027	CELE_C29F9.11	823		pseudo;pseudogene
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	114903	116630	+					C29F9.6	183023	CELE_C29F9.6	1728		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	114903	116630	+	NM_064743.4		NP_497144.3	TAZ-type domain-containing protein	C29F9.6	183023	CELE_C29F9.6	1031	1031	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	115208	116494	+	NP_497144.3		NM_064743.4	TAZ-type domain-containing protein	C29F9.6	183023	CELE_C29F9.6	723	240	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	115429	115559	+					C29F9.15	24104261	CELE_C29F9.15	131		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	115429	115559	+	NR_101778.1			Unclassified non-coding RNA C29F9.15	C29F9.15	24104261	CELE_C29F9.15	131	131	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	117510	118914	+					C29F9.5	183022	CELE_C29F9.5	1405		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	117510	118914	+	NM_001368613.2		NP_001355379.1	Uncharacterized protein	C29F9.5	183022	CELE_C29F9.5	979	979	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	117556	118767	+	NP_001355379.1		NM_001368613.2	Uncharacterized protein	C29F9.5	183022	CELE_C29F9.5	786	261	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	120435	126527	+					pals-24	175178	CELE_C29F9.4	6093		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	120435	126527	+	NM_064745.5		NP_497146.2	Protein containing ALS2cr12 (ALS2CR12) signature	pals-24	175178	CELE_C29F9.4	2256	2256	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	120450	127971	+					pals-23	3565025	CELE_C29F9.3	7522		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	120450	126486	+	NM_001381682.1		NP_001367587.1	Protein containing ALS2cr12 (ALS2CR12) signature	pals-23	3565025	CELE_C29F9.3	2085	2085	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	120492	124641	+	NP_497146.2		NM_064745.5	Protein containing ALS2cr12 (ALS2CR12) signature	pals-24	175178	CELE_C29F9.4	906	301	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	121505	122033	-					C29F9.12	183028	CELE_C29F9.12	529		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	121505	122033	-	NM_064746.3		NP_497147.1	Uncharacterized protein	C29F9.12	183028	CELE_C29F9.12	432	432	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	121735	122020	-	NP_497147.1		NM_064746.3	Uncharacterized protein	C29F9.12	183028	CELE_C29F9.12	189	62	
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	124778	127971	+	NM_001384001.1		NP_001370514.1	Protein containing ALS2cr12 (ALS2CR12) signature	pals-23	3565025	CELE_C29F9.3	1323	1323	
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	124791	126519	+	NM_171857.5		NP_741063.1	Protein containing ALS2cr12 (ALS2CR12) signature	pals-23	3565025	CELE_C29F9.3	975	975	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	124805	126419	+	NP_001370514.1		NM_001384001.1	Protein containing ALS2cr12 (ALS2CR12) signature	pals-23	3565025	CELE_C29F9.3	912	303	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	124805	126419	+	NP_741063.1		NM_171857.5	Protein containing ALS2cr12 (ALS2CR12) signature	pals-23	3565025	CELE_C29F9.3	861	286	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	124805	125095	+	NP_001367587.1		NM_001381682.1	Protein containing ALS2cr12 (ALS2CR12) signature	pals-23	3565025	CELE_C29F9.3	249	82	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	130146	130750	-					nhr-280	183029	CELE_C29F9.13	605		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	130146	130750	-	NM_064749.2		NP_497150.1	Nuclear Hormone Receptor family	nhr-280	183029	CELE_C29F9.13	466	466	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	130180	130750	-	NP_497150.1		NM_064749.2	Nuclear Hormone Receptor family	nhr-280	183029	CELE_C29F9.13	432	143	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	130947	131757	+					C29F9.2	175179	CELE_C29F9.2	811		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	130947	131757	+	NM_064750.6		NP_497151.1	Uncharacterized protein	C29F9.2	175179	CELE_C29F9.2	526	526	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	130958	131644	+	NP_497151.1		NM_064750.6	Uncharacterized protein	C29F9.2	175179	CELE_C29F9.2	402	133	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	132416	134401	+					pals-22	175180	CELE_C29F9.1	1986		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	132416	134401	+	NM_064751.3		NP_497152.1	Protein containing ALS2cr12 (ALS2CR12) signature	pals-22	175180	CELE_C29F9.1	895	895	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	132425	134370	+	NP_497152.1		NM_064751.3	Protein containing ALS2cr12 (ALS2CR12) signature	pals-22	175180	CELE_C29F9.1	855	284	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	134494	137975	+					pals-25	188564	CELE_T17A3.2	3482		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	134494	137975	+	NM_064752.5		NP_497153.2	Protein containing ALS2cr12 (ALS2CR12) signature	pals-25	188564	CELE_T17A3.2	1073	1073	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	134499	137825	+	NP_497153.2		NM_064752.5	Protein containing ALS2cr12 (ALS2CR12) signature	pals-25	188564	CELE_T17A3.2	918	305	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	140072	141217	-					fbxb-81	188565	CELE_T17A3.3	1146		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	140072	141217	-	NM_064753.4		NP_497154.2	FBA_2 domain-containing protein	fbxb-81	188565	CELE_T17A3.3	1096	1096	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	140134	141209	-	NP_497154.2		NM_064753.4	FBA_2 domain-containing protein	fbxb-81	188565	CELE_T17A3.3	1026	341	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	142093	146482	-					fbxb-84	188568	CELE_T17A3.7	4390		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	142093	146482	-	NM_064756.3		NP_497157.1	F-box domain-containing protein	fbxb-84	188568	CELE_T17A3.7	959	959	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	142093	146336	-					fbxb-82	188566	CELE_T17A3.4	4244		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	142093	146336	-	NM_064754.3		NP_497155.1	F-box domain-containing protein	fbxb-82	188566	CELE_T17A3.4	2293	2293	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	142163	143217	-	NP_497155.1		NM_064754.3	F-box domain-containing protein	fbxb-82	188566	CELE_T17A3.4	1008	335	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	143137	144438	-					T17A3.14	54162257	CELE_T17A3.14	1302		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	143137	144438	-	NR_167300.1			Unclassified non-coding RNA T17A3.14	T17A3.14	54162257	CELE_T17A3.14	1302	1302	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	143559	145211	-					fbxb-83	188567	CELE_T17A3.6	1653		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	143559	145211	-	NM_064755.5		NP_497156.1	FBA_2 domain-containing protein	fbxb-83	188567	CELE_T17A3.6	1361	1361	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	143631	144502	-	NP_497156.1		NM_064755.5	FBA_2 domain-containing protein	fbxb-83	188567	CELE_T17A3.6	825	274	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	145047	145178	-					T17A3.12	175181	CELE_T17A3.12	132		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	145047	145178	-	NM_171057.5		NP_741065.1	Uncharacterized protein	T17A3.12	175181	CELE_T17A3.12	132	132	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	145047	145178	-	NP_741065.1		NM_171057.5	Uncharacterized protein	T17A3.12	175181	CELE_T17A3.12	132	43	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	145544	146463	-	NP_497157.1		NM_064756.3	F-box domain-containing protein	fbxb-84	188568	CELE_T17A3.7	873	290	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	146969	147620	-					sqst-5	28661656	CELE_T17A3.13	652		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	146969	147620	-	NM_064757.8		NP_497158.3	ZZ-type domain-containing protein	sqst-5	28661656	CELE_T17A3.13	606	606	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	146983	147607	-	NP_497158.3		NM_064757.8	ZZ-type domain-containing protein	sqst-5	28661656	CELE_T17A3.13	579	192	
gene	pseudogene	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	148087	150197	-					ver-2	188569	CELE_T17A3.8	2111		pseudo;pseudogene
CDS	without_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	148087	150197	-					ver-2	188569	CELE_T17A3.8	1416		pseudo;pseudogene
gene	pseudogene	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	150481	151805	-					srz-7	13188258	CELE_T17A3.11	1325		pseudo;pseudogene
CDS	without_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	150481	151805	-					srz-7	13188258	CELE_T17A3.11	744		pseudo;pseudogene
gene	pseudogene	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	152572	153418	-					adbp-2	188570	CELE_T17A3.9	847		pseudo;pseudogene
CDS	without_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	152572	153418	-					adbp-2	188570	CELE_T17A3.9	645		pseudo;pseudogene
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	154389	156745	-					zig-13	188571	CELE_T17A3.10	2357		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	154389	156745	-	NM_064760.2		NP_497161.1	2 (Zwei) IG domain protein	zig-13	188571	CELE_T17A3.10	1216	1216	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	154475	156674	-	NP_497161.1		NM_064760.2	2 (Zwei) IG domain protein	zig-13	188571	CELE_T17A3.10	1059	352	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	156824	163542	+					ver-1	175182	CELE_T17A3.1	6719		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	156824	163542	+	NM_064761.2		NP_497162.2	Protein ver-1	ver-1	175182	CELE_T17A3.1	3252	3252	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	156824	163542	+	NP_497162.2		NM_064761.2	Protein ver-1	ver-1	175182	CELE_T17A3.1	3252	1083	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	163611	164875	-					F40G9.8	185556	CELE_F40G9.8	1265		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	163611	164875	-	NM_001381683.1		NP_001367839.1	Uncharacterized protein	F40G9.8	185556	CELE_F40G9.8	822	822	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	III	NC_003281.10	163611	164875	-	NP_001367839.1		NM_001381683.1	Uncharacterized protein	F40G9.8	185556	CELE_F40G9.8	822	273	
