# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	17911	21127	-	NP_001293208.1		NM_001306279.3	SANT domain-containing protein	rcor-1	171592	CELE_Y74C9A.4	825	274	
gene	pseudogene	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	22882	23600	-					Y74C9A.9	24105231	CELE_Y74C9A.9	719		pseudo;pseudogene
CDS	without_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	22882	23600	-					Y74C9A.9	24105231	CELE_Y74C9A.9	719		pseudo;pseudogene
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	27591	32548	-					sesn-1	171593	CELE_Y74C9A.5	4958		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	27591	32548	-	NM_058263.5		NP_490664.2	Sestrin homolog	sesn-1	171593	CELE_Y74C9A.5	2180	2180	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	28280	32482	-	NP_490664.2		NM_058263.5	Sestrin homolog	sesn-1	171593	CELE_Y74C9A.5	1425	474	
gene	piRNA	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	31523	31543	+					21ur-15479	13179109	CELE_Y74C9A.7	21		
ncRNA	piRNA	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	31523	31543	+	NR_049897.1			piwi-interacting RNA 21ur-15479	21ur-15479	13179109	CELE_Y74C9A.7	21	21	
gene	piRNA	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	32415	32435	+					21ur-13439	13179110	CELE_Y74C9A.8	21		
ncRNA	piRNA	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	32415	32435	+	NR_049898.1			piwi-interacting RNA 21ur-13439	21ur-13439	13179110	CELE_Y74C9A.8	21	21	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	34670	49860	+					Y48G1C.12	3565580	CELE_Y48G1C.12	15191		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	34670	49860	+	NM_001026606.3		NP_001021777.1	DOC domain-containing protein	Y48G1C.12	3565580	CELE_Y48G1C.12	1205	1205	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	43733	44677	+					txt-7	190694	CELE_Y74C9A.1	945		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	43733	44677	+	NM_058264.2		NP_490665.2	transcellular chaperone signaling (x)cross tissue	txt-7	190694	CELE_Y74C9A.1	732	732	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	43733	44677	+	NP_490665.2		NM_058264.2	transcellular chaperone signaling (x)cross tissue	txt-7	190694	CELE_Y74C9A.1	732	243	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	47472	49416	+	NP_001021777.1		NM_001026606.3	DOC domain-containing protein	Y48G1C.12	3565580	CELE_Y48G1C.12	651	216	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	49921	54426	+					pgs-1	171594	CELE_Y48G1C.4	4506		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	49921	54426	+	NM_058265.6		NP_490666.2	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	pgs-1	171594	CELE_Y48G1C.4	1407	1407	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	49921	54360	+	NP_490666.2		NM_058265.6	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	pgs-1	171594	CELE_Y48G1C.4	1341	446	
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	52370	54360	+	NM_001377579.2		NP_001364825.1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	pgs-1	171594	CELE_Y48G1C.4	942	942	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	52370	54360	+	NP_001364825.1		NM_001377579.2	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	pgs-1	171594	CELE_Y48G1C.4	942	313	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	55293	64066	-					Y48G1C.5	171595	CELE_Y48G1C.5	8774		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	55293	64066	-	NM_058267.6		NP_490668.4	Uncharacterized protein	Y48G1C.5	171595	CELE_Y48G1C.5	3575	3575	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	55337	64021	-	NP_490668.4		NM_058267.6	Uncharacterized protein	Y48G1C.5	171595	CELE_Y48G1C.5	3486	1161	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	55889	56293	-					Y48G1C.15	54162429	CELE_Y48G1C.15	405		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	55889	56293	-	NR_167464.1			Unclassified non-coding RNA Y48G1C.15	Y48G1C.15	54162429	CELE_Y48G1C.15	405	405	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	59044	60236	-					Y48G1C.14	54162428	CELE_Y48G1C.14	1193		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	59044	60236	-	NR_167463.1			Unclassified non-coding RNA Y48G1C.14	Y48G1C.14	54162428	CELE_Y48G1C.14	1193	1193	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	71425	81156	+					csk-1	266817	CELE_Y48G1C.2	9732		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	71425	80344	+	NM_001306233.3		NP_001293162.1	Tyrosine-protein kinase csk-1	csk-1	266817	CELE_Y48G1C.2	1875	1875	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	71425	80344	+	NP_001293162.1		NM_001306233.3	Tyrosine-protein kinase csk-1	csk-1	266817	CELE_Y48G1C.2	1875	624	
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	71845	81156	+	NM_001380379.1		NP_001367885.1	Tyrosine-protein kinase csk-1	csk-1	266817	CELE_Y48G1C.2	2602	2602	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	72649	80344	+	NP_001367885.1		NM_001380379.1	Tyrosine-protein kinase csk-1	csk-1	266817	CELE_Y48G1C.2	1620	539	
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	79355	80344	+	NM_001306234.3		NP_001293163.1	Pkinase_Tyr domain-containing protein	csk-1	266817	CELE_Y48G1C.2	132	132	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	79355	80344	+	NP_001293163.1		NM_001306234.3	Pkinase_Tyr domain-containing protein	csk-1	266817	CELE_Y48G1C.2	132	43	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	81193	92703	+					Y48G1C.10	353378	CELE_Y48G1C.10	11511		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	81193	92703	+	NM_001306236.3		NP_001293165.1	Myotubularin phosphatase domain-containing protein	Y48G1C.10	353378	CELE_Y48G1C.10	3621	3621	
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	81203	90607	+	NM_182095.4		NP_871895.2	Myotubularin phosphatase domain-containing protein	Y48G1C.10	353378	CELE_Y48G1C.10	2440	2440	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	81234	90607	+	NP_001293165.1		NM_001306236.3	Myotubularin phosphatase domain-containing protein	Y48G1C.10	353378	CELE_Y48G1C.10	2412	803	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	83992	86293	-					Y48G1C.6	171597	CELE_Y48G1C.6	2302		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	83992	86293	-	NM_058269.4		NP_490670.1	HTH CENPB-type domain-containing protein	Y48G1C.6	171597	CELE_Y48G1C.6	1741	1741	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	85052	86284	-	NP_490670.1		NM_058269.4	HTH CENPB-type domain-containing protein	Y48G1C.6	171597	CELE_Y48G1C.6	672	223	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	86841	90607	+	NP_871895.2		NM_182095.4	Myotubularin phosphatase domain-containing protein	Y48G1C.10	353378	CELE_Y48G1C.10	1245	414	
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	89480	90607	+	NM_001306237.3		NP_001293166.1	Myotubularin phosphatase domain-containing protein	Y48G1C.10	353378	CELE_Y48G1C.10	294	294	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	89480	90607	+	NP_001293166.1		NM_001306237.3	Myotubularin phosphatase domain-containing protein	Y48G1C.10	353378	CELE_Y48G1C.10	294	97	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	91380	94883	+					Y48G1C.9	3565103	CELE_Y48G1C.9	3504		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	91380	94883	+	NM_001380741.2		NP_001367886.1	Sm domain-containing protein	Y48G1C.9	3565103	CELE_Y48G1C.9	2363	2363	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	91409	92648	+	NP_001367886.1		NM_001380741.2	Sm domain-containing protein	Y48G1C.9	3565103	CELE_Y48G1C.9	312	103	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	93022	94884	+					pid-2	171599	CELE_Y48G1C.1	1863		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	93022	94884	+	NM_058271.8		NP_490672.2	Uncharacterized protein	pid-2	171599	CELE_Y48G1C.1	1605	1605	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	93092	94714	+	NP_490672.2		NM_058271.8	Uncharacterized protein	pid-2	171599	CELE_Y48G1C.1	1365	454	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	94828	95367	-					Y48G1C.13	13179121	CELE_Y48G1C.13	540		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	94828	95367	-	NM_001261860.3		NP_001248789.2	Chitin-binding type-2 domain-containing protein	Y48G1C.13	13179121	CELE_Y48G1C.13	376	376	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	94864	95312	-	NP_001248789.2		NM_001261860.3	Chitin-binding type-2 domain-containing protein	Y48G1C.13	13179121	CELE_Y48G1C.13	285	94	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	96459	108223	-					Y48G1C.8	3564797	CELE_Y48G1C.8	11765		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	96459	108223	-	NM_001306238.2		NP_001293167.1	Uncharacterized protein	Y48G1C.8	3564797	CELE_Y48G1C.8	4965	4965	
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	96471	108167	-	NM_001306239.4		NP_001293168.1	Uncharacterized protein	Y48G1C.8	3564797	CELE_Y48G1C.8	4912	4912	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	96826	108161	-	NP_001293167.1		NM_001306238.2	Uncharacterized protein	Y48G1C.8	3564797	CELE_Y48G1C.8	4536	1511	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	96826	108161	-	NP_001293168.1		NM_001306239.4	Uncharacterized protein	Y48G1C.8	3564797	CELE_Y48G1C.8	4551	1516	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	108670	110107	-					rab-11.1	171601	CELE_F53G12.1	1438		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	108670	110107	-	NM_058274.5		NP_490675.1	Ras-related protein rab-11.1	rab-11.1	171601	CELE_F53G12.1	1294	1294	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	109265	110044	-	NP_490675.1		NM_058274.5	Ras-related protein rab-11.1	rab-11.1	171601	CELE_F53G12.1	636	211	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	110551	110771	-					F53G12.16	13179125	CELE_F53G12.16	221		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	110551	110771	-	NR_049899.1			Unclassified non-coding RNA F53G12.16	F53G12.16	13179125	CELE_F53G12.16	221	221	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	110576	110724	+					F53G12.15	13179126	CELE_F53G12.15	149		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	110576	110724	+	NR_049900.1			Unclassified non-coding RNA F53G12.15	F53G12.15	13179126	CELE_F53G12.15	149	149	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	111036	112272	+					rpl-7	171602	CELE_F53G12.10	1237		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	111036	112272	+	NM_058275.6		NP_490676.1	60S ribosomal protein L7	rpl-7	171602	CELE_F53G12.10	799	799	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	111055	112227	+	NP_490676.1		NM_058275.6	60S ribosomal protein L7	rpl-7	171602	CELE_F53G12.10	735	244	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	111287	111436	-					F53G12.17	13179128	CELE_F53G12.17	150		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	111287	111436	-	NR_049901.1			Unclassified non-coding RNA F53G12.17	F53G12.17	13179128	CELE_F53G12.17	150	150	
gene	snoRNA	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	111292	111425	+					F53G12.12	3565565	CELE_F53G12.12	134		
ncRNA	snoRNA	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	111292	111425	+	NR_002606.2			small nucleolar RNA F53G12.12	F53G12.12	3565565	CELE_F53G12.12	134	134	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	112125	112206	-					F53G12.19	54162074	CELE_F53G12.19	82		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	112125	112206	-	NR_167127.1			Unclassified non-coding RNA F53G12.19	F53G12.19	54162074	CELE_F53G12.19	82	82	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	112285	113829	+					F53G12.9	171603	CELE_F53G12.9	1545		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	112285	113829	+	NM_001306336.4		NP_001293265.1	GST_C_6 domain-containing protein	F53G12.9	171603	CELE_F53G12.9	929	929	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	112365	113661	+	NP_001293265.1		NM_001306336.4	GST_C_6 domain-containing protein	F53G12.9	171603	CELE_F53G12.9	759	252	
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	113314	113661	+	NM_001083133.4		NP_001076602.1	GST_C_6 domain-containing protein	F53G12.9	171603	CELE_F53G12.9	237	237	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	113314	113661	+	NP_001076602.1		NM_001083133.4	GST_C_6 domain-containing protein	F53G12.9	171603	CELE_F53G12.9	237	78	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	113807	114708	+					F53G12.8	171604	CELE_F53G12.8	902		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	113807	114708	+	NM_058277.4		NP_490678.3	Uncharacterized protein	F53G12.8	171604	CELE_F53G12.8	561	561	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	113807	114681	+	NP_490678.3		NM_058277.4	Uncharacterized protein	F53G12.8	171604	CELE_F53G12.8	534	177	
gene	piRNA	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	115656	115676	-					21ur-13877	13179133	CELE_F53G12.14	21		
ncRNA	piRNA	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	115656	115676	-	NR_049902.1			piwi-interacting RNA 21ur-13877	21ur-13877	13179133	CELE_F53G12.14	21	21	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	115687	117498	+					col-45	171605	CELE_F53G12.7	1812		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	115687	117498	+	NM_058278.4		NP_490679.1	Col_cuticle_N domain-containing protein	col-45	171605	CELE_F53G12.7	1133	1133	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	115739	117401	+	NP_490679.1		NM_058278.4	Col_cuticle_N domain-containing protein	col-45	171605	CELE_F53G12.7	984	327	
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	116462	117401	+	NM_001306335.3		NP_001293264.1	Col_cuticle_N domain-containing protein	col-45	171605	CELE_F53G12.7	777	777	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	116462	117401	+	NP_001293264.1		NM_001306335.3	Col_cuticle_N domain-containing protein	col-45	171605	CELE_F53G12.7	777	258	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	118093	120901	+					spe-8	171606	CELE_F53G12.6	2809		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	118093	120901	+	NM_058279.2		NP_490680.1	Spermatocyte protein spe-8	spe-8	171606	CELE_F53G12.6	1586	1586	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	118109	120870	+	NP_490680.1		NM_058279.2	Spermatocyte protein spe-8	spe-8	171606	CELE_F53G12.6	1539	512	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	127285	134270	+					mex-3	171607	CELE_F53G12.5	6986		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	127285	134270	+	NM_058280.9		NP_490681.2	Muscle EXcess	mex-3	171607	CELE_F53G12.5	2032	2032	
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	127286	134269	+	NM_001381229.1		NP_001367884.1	Muscle EXcess	mex-3	171607	CELE_F53G12.5	2039	2039	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	127297	133582	+	NP_490681.2		NM_058280.9	Muscle EXcess	mex-3	171607	CELE_F53G12.5	1332	443	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	128698	133582	+	NP_001367884.1		NM_001381229.1	Muscle EXcess	mex-3	171607	CELE_F53G12.5	1248	415	
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	132262	133582	+	NM_001306334.3		NP_001293263.1	Muscle EXcess	mex-3	171607	CELE_F53G12.5	543	543	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	132262	133582	+	NP_001293263.1		NM_001306334.3	Muscle EXcess	mex-3	171607	CELE_F53G12.5	543	180	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	134337	137282	+					F53G12.4	186189	CELE_F53G12.4	2946		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	134337	137282	+	NM_058282.6		NP_490683.4	Uncharacterized protein	F53G12.4	186189	CELE_F53G12.4	1070	1070	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	134354	137282	+	NP_490683.4		NM_058282.6	Uncharacterized protein	F53G12.4	186189	CELE_F53G12.4	1053	350	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	137845	144565	+					duox-2	186188	CELE_F53G12.3	6721		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	137845	144565	+	NM_058283.1		NP_490684.1	DUal OXidase	duox-2	186188	CELE_F53G12.3	4512	4512	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	137845	144565	+	NP_490684.1		NM_058283.1	DUal OXidase	duox-2	186188	CELE_F53G12.3	4512	1503	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	144811	146514	+					F53G12.18	34700629	CELE_F53G12.18	1704		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	144811	146514	+	NM_001356795.2		NP_001343728.1	Uncharacterized protein	F53G12.18	34700629	CELE_F53G12.18	285	285	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	144828	146468	+	NP_001343728.1		NM_001356795.2	Uncharacterized protein	F53G12.18	34700629	CELE_F53G12.18	222	73	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	146486	154855	-					bli-3	171608	CELE_F56C11.1	8370		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	146486	154855	-	NM_058285.5		NP_490686.3	Dual oxidase 1	bli-3	171608	CELE_F56C11.1	4667	4667	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	146623	154819	-	NP_490686.3		NM_058285.5	Dual oxidase 1	bli-3	171608	CELE_F56C11.1	4494	1497	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	160172	169763	-					ptr-11	171609	CELE_F56C11.2	9592		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	160172	169763	-	NM_058286.7		NP_490687.1	SSD domain-containing protein	ptr-11	171609	CELE_F56C11.2	2813	2813	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	160404	166816	-	NP_490687.1		NM_058286.7	SSD domain-containing protein	ptr-11	171609	CELE_F56C11.2	2463	820	
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	160404	164957	-	NM_001306284.3		NP_001293213.1	SSD domain-containing protein	ptr-11	171609	CELE_F56C11.2	2010	2010	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	160404	164957	-	NP_001293213.1		NM_001306284.3	SSD domain-containing protein	ptr-11	171609	CELE_F56C11.2	2010	669	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	169861	176040	+					cest-27	171610	CELE_F56C11.6	6180		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	169861	176040	+	NM_058287.7		NP_490688.1	Carboxylic ester hydrolase	cest-27	171610	CELE_F56C11.6	1847	1847	
mRNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	171340	175932	+	NM_182061.6		NP_871861.2	Carboxylic ester hydrolase	cest-27	171610	CELE_F56C11.6	1686	1686	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	171340	175932	+	NP_871861.2		NM_182061.6	Carboxylic ester hydrolase	cest-27	171610	CELE_F56C11.6	1686	561	
misc_RNA		GCF_000002985.6	Primary Assembly	chromosome	I	NC_003279.8	173422	175932	+	NR_131341.1			Non-coding transcript of protein-coding gene cest-27	cest-27	171610	CELE_F56C11.6	1696	1696	
