# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	11613	13406	+							AF_0010	1794		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	11613	13406	+	AAB91224.1			predicted coding region AF_0010			AF_0010	1794	597	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	13406	14125	+							AF_0011	720		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	13406	14125	+	AAB91218.1			corrinoid methyltransferase protein (mtaC-2)			AF_0011	720	239	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	14126	15376	+							AF_0012	1251		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	14126	15376	+	AAB91223.1			predicted coding region AF_0012			AF_0012	1251	416	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	15396	16595	+							AF_0013	1200		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	15396	16595	+	AAB91217.1			hexuronate transporter (exuT)			AF_0013	1200	399	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	16691	17104	+							AF_0014	414		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	16691	17104	+	AAB91215.1			predicted coding region AF_0014			AF_0014	414	137	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	17106	18581	+							AF_0015	1476		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	17106	18581	+	AAB91210.1			proline permease (putP-1)			AF_0015	1476	491	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	18636	19283	+							AF_0016	648		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	18636	19283	+	AAB91214.1			predicted coding region AF_0016			AF_0016	648	215	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	19287	21272	+							AF_0017	1986		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	19287	21272	+	AAB91209.1			3-hydroxyacyl-CoA dehydrogenase (hbd-1)			AF_0017	1986	661	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	21295	22470	+							AF_0018	1176		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	21295	22470	+	AAB91208.1			3-ketoacyl-CoA thiolase (acaB-1)			AF_0018	1176	391	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	22475	22957	+							AF_0019	483		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	22475	22957	+	AAB91207.1			conserved hypothetical protein			AF_0019	483	160	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	22960	24222	+							AF_0020	1263		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	22960	24222	+	AAB91206.1			L-carnitine dehydratase (caiB-1)			AF_0020	1263	420	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	24261	25232	+							AF_0021	972		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	24261	25232	+	AAB91205.1			signal-transducing histidine kinase			AF_0021	972	323	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	25221	25496	-							AF_0022	276		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	25221	25496	-	AAB91213.1			predicted coding region AF_0022			AF_0022	276	91	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	25503	27281	-							AF_0023	1779		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	25503	27281	-	AAB91204.1			aldehyde ferredoxin oxidoreductase (aor-1)			AF_0023	1779	592	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	27284	28534	-							AF_0024	1251		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	27284	28534	-	AAB91203.1			alcohol dehydrogenase, iron-containing			AF_0024	1251	416	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	28539	29720	-							AF_0025	1182		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	28539	29720	-	AAB91202.1			cyanate transport protein (cynX)			AF_0025	1182	393	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	30082	30732	+							AF_0026	651		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	30082	30732	+	AAB91212.1			predicted coding region AF_0026			AF_0026	651	216	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	30788	31096	+							AF_0027	309		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	30788	31096	+	AAB91201.1			conserved hypothetical protein			AF_0027	309	102	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	31091	32206	-							AF_0028	1116		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	31091	32206	-	AAB91200.1			conserved hypothetical protein			AF_0028	1116	371	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	32238	32582	-							AF_0029	345		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	32238	32582	-	AAB91211.1			conserved hypothetical protein			AF_0029	345	114	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	32924	33073	+							AF_0030	150		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	32924	33073	+	AAB91216.1			predicted coding region AF_0030			AF_0030	150	49	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	33137	34156	+							AF_0031	1020		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	33137	34156	+	AAB91199.1			predicted coding region AF_0031			AF_0031	1020	339	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	34153	34857	-							AF_0032	705		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	34153	34857	-	AAB91196.1			conserved hypothetical protein			AF_0032	705	234	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	34894	36297	+							AF_0033	1404		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	34894	36297	+	AAB91195.1			acyl carrier protein synthase (acaA-1)			AF_0033	1404	467	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	36200	37453	+							AF_0034	1254		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	36200	37453	+	AAB91194.1			3-ketoacyl-CoA thiolase (acaB-2)			AF_0034	1254	417	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	37450	38349	-							AF_0035	900		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	37450	38349	-	AAB91193.1			mannosephosphate isomerase, putative			AF_0035	900	299	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	38739	39389	+							AF_0036	651		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	38739	39389	+	AAB91197.1			L-isoaspartyl protein carboxyl methyltransferase (pcm-1)			AF_0036	651	216	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	39244	40041	+							AF_0037	798		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	39244	40041	+	AAB91192.1			cobalamin (5'-phosphate) synthase (cobS-1)			AF_0037	798	265	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	40111	41196	+							AF_0038	1086		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	40111	41196	+	AAB91191.1			conserved hypothetical protein			AF_0038	1086	361	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	41153	42262	+							AF_0039	1110		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	41153	42262	+	AAB91190.1			dolichol-P-glucose synthetase, putative			AF_0039	1110	369	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	42263	44044	+							AF_0040	1782		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	42263	44044	+	AAB91198.1			predicted coding region AF_0040			AF_0040	1782	593	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	44093	44806	-							AF_0041	714		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	44093	44806	-	AAB91189.1			polysaccharide ABC transporter, ATP-binding protein (rfbB-1)			AF_0041	714	237	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	44803	45567	-							AF_0042	765		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	44803	45567	-	AAB91188.1			polysaccharide ABC transporter, permease protein (rfbA-1)			AF_0042	765	254	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	45631	46722	+							AF_0043	1092		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	45631	46722	+	AAB91187.1			first mannosyl transferase (wbaZ-1)			AF_0043	1092	363	
gene	other	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	46716	47483	+							AF_0044	768		
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	47966	51607	+							AF_0045	3642		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	47966	51607	+	AAB91182.1			mannosyltransferase A (mtfA)			AF_0045	3642	1213	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	51610	53031	-							AF_0046	1422		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	51610	53031	-	AAB91186.1			predicted coding region AF_0046			AF_0046	1422	473	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	53358	53792	+							AF_0047	435		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	53358	53792	+	AAB91185.1			predicted coding region AF_0047			AF_0047	435	144	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	54242	55483	-							AF_0048	1242		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	54242	55483	-	AAB91184.1			predicted coding region AF_0048			AF_0048	1242	413	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	55526	56764	-							AF_0049	1239		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	55526	56764	-	AAB91183.1			predicted coding region AF_0049			AF_0049	1239	412	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	56863	58062	+							AF_0050	1200		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	56863	58062	+	AAB91181.1			conserved hypothetical protein			AF_0050	1200	399	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	58049	59158	-							AF_0051	1110		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	58049	59158	-	AAB91180.1			succinyl-diaminopimelate desuccinylase (dapE-1)			AF_0051	1110	369	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	59291	59767	+							AF_0052	477		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	59291	59767	+	AAB91174.1			predicted coding region AF_0052			AF_0052	477	158	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	59760	60467	-							AF_0053	708		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	59760	60467	-	AAB91167.1			conserved hypothetical protein			AF_0053	708	235	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	60485	60769	-							AF_0054	285		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	60485	60769	-	AAB91177.1			predicted coding region AF_0054			AF_0054	285	94	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	60772	61170	-							AF_0055	399		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	60772	61170	-	AAB91166.1			conserved hypothetical protein			AF_0055	399	132	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	61191	61331	-							AF_0056	141		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	61191	61331	-	AAB91179.1			predicted coding region AF_0056			AF_0056	141	46	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	61335	61586	-							AF_0057	252		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	61335	61586	-	AAB91165.1			LSU ribosomal protein L37AE (rpl37AE)			AF_0057	252	83	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	61625	62149	-							AF_0058	525		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	61625	62149	-	AAB91164.1			conserved hypothetical protein			AF_0058	525	174	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	62116	62520	-							AF_0059	405		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	62116	62520	-	AAB91173.1			predicted coding region AF_0059			AF_0059	405	134	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	62618	62899	+							AF_0060	282		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	62618	62899	+	AAB91172.1			predicted coding region AF_0060			AF_0060	282	93	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	62899	63489	+							AF_0061	591		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	62899	63489	+	AAB91163.1			thymidylate kinase (tmk)			AF_0061	591	196	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	63463	64353	-							AF_0062	891		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	63463	64353	-	AAB91162.1			conserved hypothetical protein			AF_0062	891	296	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	64406	64591	-							AF_0063	186		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	64406	64591	-	AAB91176.1			predicted coding region AF_0063			AF_0063	186	61	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	64619	65281	+							AF_0064	663		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	64619	65281	+	AAB91171.1			predicted coding region AF_0064			AF_0064	663	220	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	65075	65488	-							AF_0065	414		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	65075	65488	-	AAB91168.1			conserved hypothetical protein			AF_0065	414	137	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	65485	65673	-							AF_0066	189		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	65485	65673	-	AAB91178.1			predicted coding region AF_0066			AF_0066	189	62	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	65799	66485	-							AF_0067	687		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	65799	66485	-	AAB91170.1			predicted coding region AF_0067			AF_0067	687	228	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	66497	67450	-							AF_0068	954		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	66497	67450	-	AAB91161.1			conserved hypothetical protein			AF_0068	954	317	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	67451	67813	-							AF_0069	363		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	67451	67813	-	AAB91175.1			predicted coding region AF_0069			AF_0069	363	120	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	67800	68861	-							AF_0070	1062		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	67800	68861	-	AAB91169.1			predicted coding region AF_0070			AF_0070	1062	353	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	68830	71109	-							AF_0071	2280		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	68830	71109	-	AAB91160.1			ATP-dependent RNA helicase, putative			AF_0071	2280	759	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	71266	71991	-							AF_0072	726		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	71266	71991	-	AAB91154.1			conserved hypothetical protein			AF_0072	726	241	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	73048	73134	-							AF_0073	87		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	73048	73134	-	AAB91159.1			predicted coding region AF_0073			AF_0073	87	28	
gene	tRNA	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	73268	73342	-							AF_t01	75		
tRNA		GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	73268	73342	-				tRNA-Ile			AF_t01	75		
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	73396	74295	+							AF_0074	900		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	73396	74295	+	AAB91153.1			biotin operon repressor/biotin--[acetyl CoA carboxylase] ligase (birA)			AF_0074	900	299	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	74322	75563	+							AF_0075	1242		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	74322	75563	+	AAB91152.1			conserved hypothetical protein			AF_0075	1242	413	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	75544	75954	+							AF_0076	411		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	75544	75954	+	AAB91155.1			iron-sulfur cluster binding protein			AF_0076	411	136	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	75951	77687	+							AF_0077	1737		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	75951	77687	+	AAB91151.1			aldehyde ferredoxin oxidoreductase (aor-2)			AF_0077	1737	578	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	77684	78424	-							AF_0078	741		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	77684	78424	-	AAB91158.1			predicted coding region AF_0078			AF_0078	741	246	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	78494	79789	+							AF_0079	1296		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	78494	79789	+	AAB91157.1			predicted coding region AF_0079			AF_0079	1296	431	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	79817	80944	+							AF_0080	1128		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	79817	80944	+	AAB91150.1			acetylornithine aminotransferase (argD-1)			AF_0080	1128	375	
gene	rRNA	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	81021	81144	-							AF_r01	124		
rRNA		GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	81021	81144	-				5S ribosomal RNA			AF_r01	124		
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	81167	81637	-							AF_0081	471		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	81167	81637	-	AAB91156.1			predicted coding region AF_0081			AF_0081	471	156	
gene	tRNA	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	81733	81805	+							AF_t02	73		
tRNA		GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	81733	81805	+				tRNA-Gln			AF_t02	73		
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	81853	82701	+							AF_0082	849		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	81853	82701	+	AAB91148.1			predicted coding region AF_0082			AF_0082	849	282	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	82710	82895	-							AF_0083	186		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	82710	82895	-	AAB91149.1			predicted coding region AF_0083			AF_0083	186	61	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	82867	83322	-							AF_0084	456		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	82867	83322	-	AAB91147.1			predicted coding region AF_0084			AF_0084	456	151	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	83298	83723	+							AF_0085	426		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	83298	83723	+	AAB91146.1			predicted coding region AF_0085			AF_0085	426	141	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	83680	84414	-							AF_0086	735		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	83680	84414	-	AAB91143.1			nitrate ABC transporter, permease protein (nrtB-1)			AF_0086	735	244	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	84378	85109	-							AF_0087	732		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	84378	85109	-	AAB91142.1			nitrate ABC transporter, ATP-binding protein (nrtC-1)			AF_0087	732	243	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	85106	86008	-							AF_0088	903		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	85106	86008	-	AAB91141.1			thiamine biosynthesis protein, putative			AF_0088	903	300	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	86366	87994	+							AF_0089	1629		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	86366	87994	+	AAB91140.1			long-chain-fatty-acid--CoA ligase (fadD-1)			AF_0089	1629	542	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	88042	88923	+							AF_0090	882		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	88042	88923	+	AAB91139.1			dehydrase			AF_0090	882	293	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	88920	89894	+							AF_0091	975		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	88920	89894	+	AAB91138.1			2-hydroxyhepta-2,4-diene-1,7-dioate isomerase (hpcE-1)			AF_0091	975	324	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	89891	90613	-							AF_0092	723		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	89891	90613	-	AAB91137.1			sulfate ABC transporter, ATP-binding protein (cysA)			AF_0092	723	240	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	90591	91376	-							AF_0093	786		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	90591	91376	-	AAB91136.1			sulfate ABC transporter, permease protein (cysT)			AF_0093	786	261	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	91373	92401	-							AF_0094	1029		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	91373	92401	-	AAB91135.1			conserved hypothetical protein			AF_0094	1029	342	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	93028	93354	-							AF_0095	327		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	93028	93354	-	AAB91145.1			predicted coding region AF_0095			AF_0095	327	108	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	93365	93679	-							AF_0096	315		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	93365	93679	-	AAB91144.1			predicted coding region AF_0096			AF_0096	315	104	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	93981	94277	-							AF_0097	297		
CDS	with_protein	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	93981	94277	-	AAB91133.1			predicted coding region AF_0097			AF_0097	297	98	
gene	protein_coding	GCA_000008665.1	Primary Assembly	chromosome		AE000782.1	94327	94650	-							AF_0098	324		
