# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
tRNA		GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	11403	11479	+				tRNA-Ile			BSUW23_t20462	77		
gene	tRNA	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	11491	11566	+							BSUW23_t20464	76		
tRNA		GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	11491	11566	+				tRNA-Ala			BSUW23_t20464	76		
gene	rRNA	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	11647	14573	+							BSUW23_r20648	2927		
rRNA		GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	11647	14573	+				23S ribosomal RNA			BSUW23_r20648	2927		
gene	rRNA	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	14711	14826	+							BSUW23_r20616	116		
rRNA		GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	14711	14826	+				5S ribosomal RNA			BSUW23_r20616	116		
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	14866	15852	-					yaaC		BSUW23_00045	987		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	14866	15852	-	ADM36067.1			hypothetical protein	yaaC		BSUW23_00045	987	328	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	15934	17400	+					guaB		BSUW23_00050	1467		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	15934	17400	+	ADM36068.1			inosine 5'-monophosphate dehydrogenase	guaB		BSUW23_00050	1467	488	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	17553	18884	+					dacA		BSUW23_00055	1332		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	17553	18884	+	ADM36069.1			D-alanyl-D-alanine carboxypeptidase	dacA		BSUW23_00055	1332	443	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	19081	19965	+					pdxS		BSUW23_00060	885		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	19081	19965	+	ADM36070.1			pyridoxal biosynthesis lyase PdxS	pdxS		BSUW23_00060	885	294	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	19987	20577	+					pdxT		BSUW23_00065	591		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	19987	20577	+	ADM36071.1			glutamine amidotransferase subunit PdxT	pdxT		BSUW23_00065	591	196	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	20898	22175	+					serS		BSUW23_00070	1278		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	20898	22175	+	ADM36072.1			seryl-tRNA synthetase	serS		BSUW23_00070	1278	425	
gene	tRNA	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	22310	22402	+							BSUW23_t20466	93		
tRNA		GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	22310	22402	+				tRNA-Ser			BSUW23_t20466	93		
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	22514	23167	-					dck		BSUW23_00075	654		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	22514	23167	-	ADM36073.1			deoxyadenosine/deoxycytidine kinase	dck		BSUW23_00075	654	217	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	23164	23787	-					dgk		BSUW23_00080	624		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	23164	23787	-	ADM36074.1			deoxyguanosine kinase	dgk		BSUW23_00080	624	207	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	23886	25169	-					yaaH		BSUW23_00085	1284		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	23886	25169	-	ADM36075.1			spore peptidoglycan hydrolase (inner coat)	yaaH		BSUW23_00085	1284	427	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	25239	25784	-					yaaI		BSUW23_00090	546		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	25239	25784	-	ADM36076.1			putative isochorismatase	yaaI		BSUW23_00090	546	181	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	25870	26355	+					tadA		BSUW23_00095	486		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	25870	26355	+	ADM36077.1			tRNA specific adenosine deaminase	tadA		BSUW23_00095	486	161	
gene	ncRNA	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	26397	26750	+					scr		BSUW23_miscRNA2	354		
ncRNA	other	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	26397	26750	+				small cytoplasmic RNA (scRNA, 4.5S RNA), signal recognition particle-like (SRP) component	scr		BSUW23_miscRNA2	354		
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	26831	28522	+					dnaX		BSUW23_00100	1692		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	26831	28522	+	ADM36078.1			DNA polymerase III subunits gamma and tau	dnaX		BSUW23_00100	1692	563	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	28546	28869	+					yaaK		BSUW23_00105	324		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	28546	28869	+	ADM36079.1			hypothetical protein	yaaK		BSUW23_00105	324	107	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	28884	29480	+					recR		BSUW23_00110	597		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	28884	29480	+	ADM36080.1			recombination protein RecR	recR		BSUW23_00110	597	198	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	29498	29722	+					yaaL		BSUW23_00115	225		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	29498	29722	+	ADM36081.1			hypothetical protein	yaaL		BSUW23_00115	225	74	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	29789	30052	+					bofA		BSUW23_00120	264		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	29789	30052	+	ADM36082.1			inhibitor of the pro-sigma(K) processing machinery	bofA		BSUW23_00120	264	87	
gene	rRNA	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	30362	31920	+							BSUW23_r20634	1559		
rRNA		GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	30362	31920	+				16S ribosomal RNA			BSUW23_r20634	1559		
gene	tRNA	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	32015	32091	+							BSUW23_t20468	77		
tRNA		GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	32015	32091	+				tRNA-Ile			BSUW23_t20468	77		
gene	tRNA	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	32103	32178	+							BSUW23_t20470	76		
tRNA		GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	32103	32178	+				tRNA-Ala			BSUW23_t20470	76		
gene	rRNA	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	32259	35185	+							BSUW23_r20650	2927		
rRNA		GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	32259	35185	+				23S ribosomal RNA			BSUW23_r20650	2927		
gene	rRNA	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	35323	35438	+							BSUW23_r20618	116		
rRNA		GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	35323	35438	+				5S ribosomal RNA			BSUW23_r20618	116		
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	35616	35810	+					csfB		BSUW23_00125	195		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	35616	35810	+	ADM36083.1			forespore-specific protein	csfB		BSUW23_00125	195	64	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	35943	36557	+					xpaC		BSUW23_00130	615		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	35943	36557	+	ADM36084.1			putative phosphatase	xpaC		BSUW23_00130	615	204	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	36576	37733	+					telA		BSUW23_00135	1158		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	36576	37733	+	ADM36085.1			putative tellurite resistance protein	telA		BSUW23_00135	1158	385	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	37815	39257	+					yaaO		BSUW23_00140	1443		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	37815	39257	+	ADM36086.1			putative lysine decarboxylase	yaaO		BSUW23_00140	1443	480	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	39254	39892	+					tmk		BSUW23_00145	639		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	39254	39892	+	ADM36087.1			thymidylate kinase	tmk		BSUW23_00145	639	212	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	39967	40296	+					yaaQ		BSUW23_00150	330		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	39967	40296	+	ADM36088.1			hypothetical protein	yaaQ		BSUW23_00150	330	109	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	40309	40749	+					yaaR		BSUW23_00155	441		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	40309	40749	+	ADM36089.1			hypothetical protein	yaaR		BSUW23_00155	441	146	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	40761	41750	+					holB		BSUW23_00160	990		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	40761	41750	+	ADM36090.1			DNA polymerase III subunit delta'	holB		BSUW23_00160	990	329	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	41753	42580	+					yaaT		BSUW23_00165	828		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	41753	42580	+	ADM36091.1			hypothetical protein	yaaT		BSUW23_00165	828	275	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	42595	42954	+					yabA		BSUW23_00170	360		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	42595	42954	+	ADM36092.1			DNA replication initiation control protein YabA	yabA		BSUW23_00170	360	119	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	43013	43756	+					yabB		BSUW23_00175	744		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	43013	43756	+	ADM36093.1			O-methyltransferase	yabB		BSUW23_00175	744	247	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	43743	44042	+					yazA		BSUW23_00180	300		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	43743	44042	+	ADM36094.1			GIY-YIG nuclease superfamily protein	yazA		BSUW23_00180	300	99	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	44032	44895	+					yabC		BSUW23_00185	864		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	44032	44895	+	ADM36095.1			putative methyltransferase	yabC		BSUW23_00185	864	287	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	44944	45228	-					abrB		BSUW23_00190	285		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	44944	45228	-	ADM36096.1			transition state transcriptional regulatory protein AbrB	abrB		BSUW23_00190	285	94	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	45729	47723	+					metS		BSUW23_00195	1995		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	45729	47723	+	ADM36097.1			methionyl-tRNA synthetase	metS		BSUW23_00195	1995	664	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	47802	48569	+					yabD		BSUW23_00200	768		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	47802	48569	+	ADM36098.1			metal-dependent DNase	yabD		BSUW23_00200	768	255	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	48815	50038	+					yabE		BSUW23_00205	1224		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	48815	50038	+	ADM36099.1			putative cell wall shaping enzyme	yabE		BSUW23_00205	1224	407	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	50183	50743	+					rnmV		BSUW23_00210	561		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	50183	50743	+	ADM36100.1			ribonuclease M5	rnmV		BSUW23_00210	561	186	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	50736	51614	+					ksgA		BSUW23_00215	879		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	50736	51614	+	ADM36101.1			dimethyladenosine transferase	ksgA		BSUW23_00215	879	292	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	51776	52648	+					yabG		BSUW23_00220	873		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	51776	52648	+	ADM36102.1			sporulation-specific protease	yabG		BSUW23_00220	873	290	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	52859	53119	+					veg		BSUW23_00225	261		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	52859	53119	+	ADM36103.1			hypothetical protein	veg		BSUW23_00225	261	86	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	53278	53463	+					sspF		BSUW23_00230	186		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	53278	53463	+	ADM36104.1			small acid-soluble spore protein (alpha/beta-type SASP)	sspF		BSUW23_00230	186	61	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	53611	54480	+					ispE		BSUW23_00235	870		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	53611	54480	+	ADM36105.1			4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	ispE		BSUW23_00235	870	289	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	54536	55393	+					purR		BSUW23_00240	858		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	54536	55393	+	ADM36106.1			pur operon repressor	purR		BSUW23_00240	858	285	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	55390	55767	+					yabJ		BSUW23_00245	378		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	55390	55767	+	ADM36107.1			putative enzyme resulting in alteration of gene expression	yabJ		BSUW23_00245	378	125	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	55963	56256	+					spoVG		BSUW23_00250	294		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	55963	56256	+	ADM36108.1			regulator required for spore cortex synthesis (stage V sporulation)	spoVG		BSUW23_00250	294	97	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	56253	56375	-							BSUW23_00255	123		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	56253	56375	-	ADM36109.1			hypothetical protein			BSUW23_00255	123	40	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	56449	57819	+					gcaD		BSUW23_00260	1371		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	56449	57819	+	ADM36110.1			bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase	gcaD		BSUW23_00260	1371	456	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	57842	58795	+					prs		BSUW23_00265	954		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	57842	58795	+	ADM36111.1			ribose-phosphate pyrophosphokinase	prs		BSUW23_00265	954	317	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	58880	59497	+					ctc		BSUW23_00270	618		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	58880	59497	+	ADM36112.1			50S ribosomal protein L25/general stress protein Ctc	ctc		BSUW23_00270	618	205	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	59604	60170	+					pth		BSUW23_00275	567		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	59604	60170	+	ADM36113.1			peptidyl-tRNA hydrolase	pth		BSUW23_00275	567	188	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	60230	60460	+					yabK		BSUW23_00280	231		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	60230	60460	+	ADM36114.1			hypothetical protein	yabK		BSUW23_00280	231	76	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	60530	64063	+					mfd		BSUW23_00285	3534		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	60530	64063	+	ADM36115.1			transcription-repair coupling factor	mfd		BSUW23_00285	3534	1177	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	64199	64735	+					spoVT		BSUW23_00290	537		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	64199	64735	+	ADM36116.1			transcriptional regulator for sigma-G-dependent genes	spoVT		BSUW23_00290	537	178	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	64917	66515	+					yabM		BSUW23_00295	1599		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	64917	66515	+	ADM36117.1			putative exporter	yabM		BSUW23_00295	1599	532	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	66505	67974	+					yabN		BSUW23_00300	1470		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	66505	67974	+	ADM36118.1			putative fusion methylase and nucleotide pyrophosphohydrolase	yabN		BSUW23_00300	1470	489	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	67977	68237	+					yabO		BSUW23_00305	261		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	67977	68237	+	ADM36119.1			putative ribosomal RNA binding protein; heat shock protein	yabO		BSUW23_00305	261	86	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	68316	68618	+					yabP		BSUW23_00310	303		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	68316	68618	+	ADM36120.1			spore protein involved in the shaping of the spore coat	yabP		BSUW23_00310	303	100	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	68615	69250	+					yabQ		BSUW23_00315	636		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	68615	69250	+	ADM36121.1			membrane protein of the forespore	yabQ		BSUW23_00315	636	211	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	69268	69645	+					divIC		BSUW23_00320	378		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	69268	69645	+	ADM36122.1			cell-division initiation protein	divIC		BSUW23_00320	378	125	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	69726	70112	+					yabR		BSUW23_00325	387		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	69726	70112	+	ADM36123.1			hypothetical protein	yabR		BSUW23_00325	387	128	
gene	tRNA	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	70281	70357	+							BSUW23_t20472	77		
tRNA		GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	70281	70357	+				tRNA-Met			BSUW23_t20472	77		
gene	tRNA	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	70367	70438	+							BSUW23_t20474	72		
tRNA		GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	70367	70438	+				tRNA-Glu			BSUW23_t20474	72		
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	70638	73121	+					spoIIE		BSUW23_00330	2484		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	70638	73121	+	ADM36124.1			serine phosphatase	spoIIE		BSUW23_00330	2484	827	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	73206	73943	+					yabS		BSUW23_00335	738		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	73206	73943	+	ADM36125.1			conserved hypothetical protein	yabS		BSUW23_00335	738	245	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	73909	74925	+					yabT		BSUW23_00340	1017		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	73909	74925	+	ADM36126.1			serine/threonine protein kinase	yabT		BSUW23_00340	1017	338	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	75029	76447	+					tilS		BSUW23_00345	1419		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	75029	76447	+	ADM36127.1			tRNAile lysidine synthetase	tilS		BSUW23_00345	1419	472	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	76444	76986	+					hprT		BSUW23_00350	543		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	76444	76986	+	ADM36128.1			hypoxanthine-guanine phosphoribosyltransferase	hprT		BSUW23_00350	543	180	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	77084	78997	+					ftsH		BSUW23_00355	1914		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	77084	78997	+	ADM36129.1			cell-division protein and general stress protein (class III heat-shock)	ftsH		BSUW23_00355	1914	637	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	79190	79966	+					coaX		BSUW23_00360	777		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	79190	79966	+	ADM36130.1			pantothenate kinase	coaX		BSUW23_00360	777	258	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	79978	80853	+					hslO		BSUW23_00365	876		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	79978	80853	+	ADM36131.1			Hsp33-like chaperonin	hslO		BSUW23_00365	876	291	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	80903	81796	+					yacD		BSUW23_00370	894		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	80903	81796	+	ADM36132.1			putative secretion protein	yacD		BSUW23_00370	894	297	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	81872	82798	+					cysK		BSUW23_00375	927		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	81872	82798	+	ADM36133.1			cysteine synthase	cysK		BSUW23_00375	927	308	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	82963	84372	+					pabB		BSUW23_00380	1410		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	82963	84372	+	ADM36134.1			para-aminobenzoate synthase component I	pabB		BSUW23_00380	1410	469	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	84386	84970	+					pabA		BSUW23_00385	585		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	84386	84970	+	ADM36135.1			para-aminobenzoate/anthranilate synthase glutamine amidotransferase component II	pabA		BSUW23_00385	585	194	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	84970	85851	+					pabC		BSUW23_00390	882		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	84970	85851	+	ADM36136.1			4-amino-4-deoxychorismate lyase	pabC		BSUW23_00390	882	293	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	85833	86690	+					sul		BSUW23_00395	858		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	85833	86690	+	ADM36137.1			dihydropteroate synthase	sul		BSUW23_00395	858	285	
gene	protein_coding	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	86683	87045	+					folB		BSUW23_00400	363		
CDS	with_protein	GCA_000146565.1	Primary Assembly	chromosome		CP002183.1	86683	87045	+	ADM36138.1			dihydroneopterin aldolase	folB		BSUW23_00400	363	120	
